!01	Naginata (1)
!03	Naginata (2)
!05	Naginata (3)
!06	Naginata (4)
!07	Naginata (Sacred)
!08	Raptor Scythe (1)
!1!	Warp Blade (2)
!10	Raptor Scythe (2)
!12	Raptor Scythe (3)
!13	Raptor Scythe (4)
!14	Raptor Scythe (Sacred)
!15	Bonesplitter (1)
!17	Bonesplitter (2)
!19	Bonesplitter (3)
!20	Bonesplitter (4)
!21	Bonesplitter (Sacred)
!22	Mammen Axe (1)
!24	Mammen Axe (2)
!26	Mammen Axe (3)
!27	Mammen Axe (4)
!28	Mammen Axe (Sacred)
!3!	Warp Blade (3)
!30	Hammerhead Axe (2)
!32	Hammerhead Axe (3)
!33	Hammerhead Axe (4)
!34	Hammerhead Axe (Sacred)
!35	Ono (1)
!37	Ono (2)
!39	Ono (3)
!4!	Warp Blade (4)
!40	Ono (4)
!41	Ono (Sacred)
!42	Valaska (1)
!44	Valaska (2)
!46	Valaska (3)
!47	Valaska (4)
!48	Valaska (Sacred)
!49	Labrys (1)
!5!	Warp Blade (Sacred)
!51	Labrys (2)
!53	Labrys (3)
!54	Labrys (4)
!55	Labrys (Sacred)
!56	Flamen Staff (1)
!58	Flamen Staff (2)
!60	Flamen Staff (3)
!61	Flamen Staff (4)
!62	Flamen Staff (Sacred)
!63	Marrow Staff (1)
!65	Marrow Staff (2)
!67	Marrow Staff (3)
!68	Marrow Staff (4)
!69	Marrow Staff (Sacred)
!70	Hexblade (1)
!72	Hexblade (2)
!74	Hexblade (3)
!75	Hexblade (4)
!76	Hexblade (Sacred)
!77	Spirit Edge (1)
!79	Spirit Edge (2)
!81	Spirit Edge (3)
!82	Spirit Edge (4)
!83	Spirit Edge (Sacred)
!84	Holy Lance (1)
!86	Holy Lance (2)
!88	Holy Lance (3)
!89	Holy Lance (4)
!90	Holy Lance (Sacred)
!91	Tepoztopilli (1)
!93	Tepoztopilli (2)
!95	Tepoztopilli (3)
!96	Tepoztopilli (4)
!97	Tepoztopilli (Sacred)
!98	Warp Blade (1)
!@1	\dgreen;Evil Eye of the Clawstorm
!@2	\dgreen;Evil Eye of the Landmass
!@3	\dgreen;Evil Eye of the Glowing Blob
!@4	\dgreen;Evil Eye of the Fairy Witch
!@5	\dgreen;Evil Eye of the Bane Hunter
!@6	\dgreen;Dogma of Suffering
!@7	\dgreen;Dogma of Pain
!@8	\dgreen;Dogma of Hatred
!@9	\dgreen;Dogma of Terror
!@A	\dgreen;Dogma of Destruction
!@B	\dgreen;Signet of Skill
##.	\gold;Neutrality Pact
##^	\dgreen;Custom Signet of Learning
#01	\orange;Lord Aldric Jitan Trophy
#02	\orange;Legacy of Blood Trophy
#03	\orange;Judgement Day Trophy
#04	\orange;Akarat Trophy
#05	\orange;Kingdom of Shadow Trophy
#06	\orange;Duncraig Trophy
#07	\orange;Rathma Square Trophy
#08	\orange;Cathedral of Light Trophy
#09	\orange;Tran Athulua Trophy
#10	\orange;Quov Tsin Trophy
#11	\orange;Astrogha Trophy
#12	\orange;The Lord of Sin Trophy
#13	\orange;Viz-jun Trophy
#14	\orange;Archbishop Lazarus Trophy
#15	\orange;Triune Trophy
#16	\orange;Uldyssian's Trophy
#17	\orange;Black Road Trophy
#1^	\gold;Diablo's Essence
#2^	\orange;Pandora's Box
#X0	Gem
#X1	Cube Reagent (Secret)\n\orange;Emblem of Suffering
#X2	Cube Reagent (Secret)\n\orange;Emblem of Pain
#X3	Cube Reagent (Secret)\n\orange;Emblem of Hatred
#X4	Cube Reagent (Secret)\n\orange;Emblem of Terror
#X5	Cube Reagent (Secret)\n\orange;Emblem of Destruction
#X6	Cube Reagent (Secret)\n\orange;Emblem of Lies
#X7	Level Challenge 0
#X8	\red;Instructions\nLevel Challenge 0
#X9	Cube Reagent\n\orange;Griswold's Treasure
#Y^	Creator's Hand\nCongratulations!
&66	\orange;Mystic Orb\nKara's Trinket
Runeword49	Harmony
Runeword5	Beauty
Runeword50	Hatred
Runeword51	Heart of the Oak
Runeword52	Heaven's Will
Runeword53	Holy Tears
Runeword54	Holy Thunder
Runeword55	Honor
Runeword56	Revenge
Runeword57	Humility
Runeword58	Hunger
Runeword59	Ice
Runeword6	Black
Runeword60	Infinity
Runeword61	Innocence
Runeword62	Insight
Runeword63	Jealousy
Runeword64	Judgement
Runeword65	King's Grace
Runeword66	Kingslayer
Runeword67	Knight's Vigil
Runeword68	Knowledge
Runeword69	Last Wish
Runeword7	Blood
Runeword70	Law
Runeword71	Lawbringer
Runeword72	Leaf
Runeword73	Lightning
Runeword74	Lionheart
Runeword75	Lore
Runeword76	Love
Runeword77	Loyalty
Runeword78	Lust
Runeword79	Madness
Runeword8	Bone
Runeword81	Malice
Runeword82	Melody
Runeword83	Memory
Runeword84	Mist
Runeword85	Morning
Runeword86	Mystery
Runeword87	Myth
Runeword88	Nadir
Runeword89	Nature's Kingdom
Runeword9	Bramble
Runeword90	Night
Runeword91	Oath
Runeword92	Obedience
Runeword93	Oblivion
Runeword94	Obsession
Runeword95	Passion
Runeword96	Patience
Runeword97	Patter
Runeword98	Peace
Runeword99	Voice of Reason
Rusalka	Rusalka
Russet	Russet
Rust	Rust
RustClaw	Rust Claw
RustCreeper	Rust Creeper
RustFury	Rust Fury
RustMonster	Rust Monster
Rusted	Rusted
Rusthandle	Rusthandle
Rusty	Rusty
RyuQ	Ryu
Ryuuseiu Kyanon	Ryuuseiu Kyanon
SAvaPet	Avalanche
SBZpet	Shockbeast
SDstPet	Daystar
SFPet	Shadowfiend
SFllPet	Fallen One
SGlowPet	Glowing F.
SM1	Tyrannical Blade
SM2	Voidsworn Bow
SM3	Voidforged Staff
SM4	Saber (Sacred)
SMonPet	Bane Monster
SOJSold	%d Stones of Jordan Sold to Merchants
SROTA	Silver Seal of Ureh
SShrPet	Shredder
SSinPet	Sinner
SaberCat	Saber Cat
SaberSU3	Ice Shank
SaberofTheStormsail1	Saber of the Stormsail
SaberofTheStormsail2	Saber of the Stormsail
Sabertooth	Sabertooth
Sabot	Sabot
SacLamb	Sacrifical Lamb
Sacred	Sacred
Sacred Charge	Sacred Charge
Sacred Sunstone	(Amazon Challenge Item)\nSacred Sunstone
SacredFireKnight	Star Knight
SacredWorldstoneKey2	Sacred Worldstone Key
Sagarmatha	Sagarmatha
Sage	Sage
Sagespirit	Sagespirit
Sagittarius	Sagittarius
Saintly	Saintly
Salamander	Salamander
Salamander's Breath	Salamander's Breath
SamAmu	Celestial Sigil
SamBow	Desolation
SamLore1	\yellow;<Transmute>\n\white;will forge a new world and our children will know peace.''\n''...and that is why neither of our brethren will find us here. We\n\n\dgrey;with fractured memories from long ago\nAs you touch the crystal your mind is filled
SamLore2	\yellow;<Transmute>\n\white;... nothing more than an attempt to explain the unfathomable.''\n''The Veil? Inarius surely you haven't succumbed to Itherael's prophecies.\n\nConflict and the dangers beyond the Veil.''\n''A Sanctuary, forevermore. Free from the Eternal
SamLore3	\yellow;<Transmute>\n\white;worlds, dimensions, are but a grain of sand in the universe.''\n''Lilith... the High Heavens, Burning Hells, Sanctuary. These\n\nour worlds. What came before is irrelevant!''\n''The Stone has been, is, and will be the axis of
SamLore4	\yellow;<Transmute>\n\white;sure what lurks just beyond our understanding''\nsafe in the sea of possibilities, yet we can't be\nThe Worldstone has existed since the Dawn of Time and kept us\n''There are many more worlds than those upon which we have stood.
SamLore5	\yellow;<Transmute>\n\white;This shard is the key, its full potential must be unlocked.\n\nIt has exposed us all to an even greater threat.\nSanctuary to the direct influence of Heaven and Hell.\nThe destruction of the Worldstone has not only exposed\n\n\dgrey;...
SamStaff	Despondence
SamSword	Maleficence
Samhain	Samhain
Samual's Caretaker	Samuel's Caretaker
SandDevil	Sand Devil
SandFisher	Sand Fisher
SandLeaper	Sand Leaper
SandMaggot	Sand Maggot
SandMaggotEgg	Sand Maggot Egg
SandMaggotQueen	Sand Maggot Queen
SandMaggotYoung	Sand Maggot Young
SandRaider	Sand Raider
SandWarrior	Death Beetle
Sander's Basis	McAuley's Basis
Sander's Court Jester	McAuley's Folly
Sander's Derby	McAuley's Pledge
Sander's Superstition	McAuley's Superstition
Sander's Taboo	McAuley's Taboo
Sandstorm Trek	Sandstorm Trek
Sangreal	Sangreal
Sanguinary	Sanguinary
Sanguine	Sanguine
Sankara	Sankara
SankekursFaulds	Sankekur's Faulds
Sankenkur's Resurrection	Sankekur's Resurrection
Santa Compana	Santa Compana
Sapphire	Sapphire
SapphireLord	Sapphire Lord
Saracen's Chance	Saracen's Chance
SarandeshHellcaller	Sarandeshi Hellcaller
Sarcophagus	Sarcophagus
Sarina the Battlemaid	Battlemaid Sarina
Sarmichian Justice	Samurai Justice
Sash of Shadows	Sash of Shadows
SashSU3	Lightning Enchanted
Sasquatch	Sasquatch
Sauron	Sauron
Savage	Savage
SavageHunter	Savage Hunter
Savitr	Savitr
Sawfish	Sawfish
Sazabi's Cobalt Redeemer	Sazabi's Cobalt Redeemer
Sazabi's Ghost Liberator	Sazabi's Ghost Liberator
Sazabi's Grand Tribute	Sazabi's Grand Tribute
Sazabi's Mental Sheath	Sazabi's Mental Sheath
ScPet	Scourge
Scales of the Serpent	Scales of the Serpent
ScalesoftheDrake	Scales of the Drake
Scar	Scar
Scarab	Scarab
Scarab of Death	Scarab of Death
Scarlet	Scarlet
Schaefer's Hammer	Schaefer's Hammer
Scintillating	Scintillating
ScissorsKatarSU3	Tentacles of Terror
Scorched	Scorched
Scorched Earth	Scorched Earth
Scorching	Condensing
Scourge	Scourge
Scourge of Aranoch	The Scourge of Aranoch
ScourgeShaman	Scourge Shaman
Screaming	Screaming
ScreamingSerpent	Screaming Serpent
ScreenofVizJaqTaar	Screen of Viz-Jaq'Taar
ScrewThisAndJustKillEveryone	Groupie
ScrollFormat	%0 %1
ScrollOfKings2	Scroll of Kings
ScrollOfSummons	Book of Summoning
Sea Summoner	Sea Summoner
Seal	Seal
SealoftheNephalem	Seal of the Nephalem Kings
Secplev1	Second per Level
Secplev2	Seconds per Level
Seed of Conflict	Seed of Conflict
Seethe	Seethe
Segnitia	Segnitia
Seid	Seid
Seige Beast	
Seige Tower	Seige Tower
Sell	Sell value: 
Semhazai	Semhazai
Sensei's	Sensei's
SentinelChaingun	Sentinel (Chaingun)
SentinelDrones	Sentinel (Drones)
SentinelEMP	Sentinel (EMP)
SentinelEnforcer	Sentinel (Enforcers)
SentinelMIRV	Sentinel (MIRV)
SentinelMagineer	Sentinel (Magineers)
SentinelMines	Sentinel (Mines)
Septic	Septic
Sequoia	Tree of Life
Serafiend	Serafiend
Seraph Wing	Seraph Wing
Seraph's Hymn	Seraph's Hymn
Serenthia's Disguise	Serenthia's Disguise
SerenthiasScorn	Serenthia's Scorn
Serpent Angel	Serpent Angel
Serpent Lord	Serpent Lord
Serpent's	Serpent's
SerpentBowSU3	Ghoul's Soul
SerpentMagus	Serpent Magus
Serrated	Serrated
SetDayZ	Daystar
SetItemFormat	%0 %1
SetItemFormatX	%0
Set_Lazbro	Archbishop Lazarus
Set_Lazbro1	Lazarus' Chasuble
Set_Lazbro2	Lazarus' Surplice Cap
Set_Lazbro3	Lazarus' Votive Lamp
Set_Lazbro4	Lazarus' Lamen
Set_PewPew	Henchmen Trophies
Set_PewPew1	Bilefroth Skin
Set_PewPew2	Blackskull's Horns
Set_PewPew3	Doomcloud Spine
Set_PewPew4	Stareye's Claws
Set_PewPew5	Fangskin Scales
Set_labrynth	Brotherhood of the Vizjerei
Set_labrynth2	Brotherhood of the Horadrim
Set_xaru	Curse of the Zakarum
Set_xaru1	Ismail's Majesty
Set_xaru2	Bremm's Retribution
Set_xaru3	Wyand's Perfidy
Set_xaru4	Geleb's Greed
Set_xaru5	Maffer's Frenzy
SevenHeadsOfTathamet	Seven Heads of Tathamet
Sewer Rat	Sewer Rat
SewerTroll	Sewer Troll
Sewers	Sewers
Sewers Level 1	Sewers Level 1
Sewers Level 2	Sewers Level 2
Sewers Level 3	Sewers Level 3
Sexton	Sexton
Shadefalcon	Shade Falcon
Shadow	Shadow
Shadow Master	Shadow Master
Shadow Vortex	(Assassin Challenge Item)\nShadow Vortex
Shadow Warrior	Shadow Warrior
Shadow's Touch	Shadow Touch
ShadowSelf	Shadow Self
ShadowUM	Shadow
ShadowWarrior	Shadow Warrior
Shadowchild	Shadowchild
Shadowdancer	Shadow Dancer
Shadowfang	Shadowfang
Shadowfiend	Shadowfiend
Shadowhymn	Shadowhymn
Shadowkiller	Shadow Killer
Shadowmoon	Shadowmoon
Shadowsabre	Shadowsabre
Shadowsteps	Shadowsteps
Shadowstrike	Shadowstrike
Shadowtwin	Shadowtwin
Shaftstop	Shaftstop
Shaheeda	Shaheeda
Shakabra's Crux	Shakabra's Crux
Shaman's	Shaman's
Shamanka	Shamanka
Shamo	Shamo
Shark	Shark
SharkQ	Shark
Sharkbaiter	Sharkbaiter
Sharp	Sharp
Sharp Tooth Sayer	Sharptooth Slayer
SharpUM	Sharp
Shattered Stone	Shattered Stone
Shaula	Shaula
Shedim	Shedim
Shelter	Shelter
Sherazade	Sherazade
Shield of a Th Stars	Shield of a Thousand Stars
ShieldHakan	Shield of Hakan II
ShieldTotemGen	Energy Shield Totem
Shieldcracker	Shieldcracker
Shimmering	Shimmering
Shiverhood	Shiverhood
Shivering	Shivering
ShockBeast	Shock Beast
ShockMonkey	Shock Monkey
ShockStingZ	Shock Sting
ShockX	Shock
Shocking	Shocking
Shocking Hit	Shocking Hit
Shockwave	Shockwave
Shogukusha's	Shogukusha's
ShortBattleBowSU3	Windforce
ShortBowSU3	Until You Realise It Sucks
ShortSwordSU3	The Eviscerator
ShorthandKey4Button	m4
ShorthandKey5Button	m5
ShorthandKeyAccept	acc
ShorthandKeyApps	apm
ShorthandKeyBackspace	bks
ShorthandKeyCapsLock	clk
ShorthandKeyClear	clr
ShorthandKeyControl	ctl
ShorthandKeyConvert	con
ShorthandKeyDelete	del
ShorthandKeyDown	Dwn
ShorthandKeyEnter	ent
ShorthandKeyEscape	esc
ShorthandKeyExecute	exc
ShorthandKeyFinal	fin
ShorthandKeyHelp	hel
ShorthandKeyHome	hme
ShorthandKeyInsert	ins
ShorthandKeyJunja	jun
ShorthandKeyKana	kna
ShorthandKeyKanji	kji
ShorthandKeyLeft	lft
ShorthandKeyLeftWindows	lwn
ShorthandKeyMButton	m3
ShorthandKeyMacCommand	Cmd
ShorthandKeyMacNumPad=	NP=
ShorthandKeyMacOption	Opt
ShorthandKeyModeChange	mdc
ShorthandKeyNonConvert	ncn
ShorthandKeyNumLock	nml
ShorthandKeyNumPad*	np*
ShorthandKeyNumPad+	np+
ShorthandKeyNumPad-	np-
ShorthandKeyNumPad.	np.
ShorthandKeyNumPad/	np/
ShorthandKeyNumPad0	np0
ShorthandKeyNumPad1	np1
ShorthandKeyNumPad2	np2
ShorthandKeyNumPad3	np3
ShorthandKeyNumPad4	np4
ShorthandKeyNumPad5	np5
ShorthandKeyNumPad6	np6
ShorthandKeyNumPad7	np7
ShorthandKeyNumPad8	np8
ShorthandKeyNumPad9	np9
ShorthandKeyPageDown	pdn
ShorthandKeyPageUp	pup
ShorthandKeyPause	pse
ShorthandKeyPrintScreen	psn
ShorthandKeyRight	rgt
ShorthandKeyRightWindows	rwn
ShorthandKeyScroll	slk
ShorthandKeySelect	Slt
ShorthandKeyShift	sft
ShorthandKeySpace	spc
ShorthandKeyWheelDown	mwd
ShorthandKeyWheelUp	mwu
Shotplev1	Shots per Level
Shotplev2	+1 Shot per Level
Shotplev3	+1 Shot per %d Levels
Shouting	Howling
ShrId0	Null Shrine
ShrId1	Refilling Shrine
ShrId10	Resist Lightning Shrine
ShrId11	Resist Poison Shrine
ShrId12	Skill Shrine
ShrId13	Mana Recharge Shrine
ShrId14	Stamina Shrine
ShrId15	Experience Shrine
ShrId16	Enirhs Shrine
ShrId17	Portal Shrine
ShrId18	Gem Shrine
ShrId19	Fire Shrine
ShrId2	Health Shrine
ShrId20	Monster Shrine
ShrId21	Exploding Shrine
ShrId22	Poison Shrine
ShrId3	Mana Shrine
ShrId4	Health Exchange Shrine
ShrId5	Mana Exchange Shrine
ShrId6	Armor Shrine
ShrId7	Combat Shrine
ShrId8	Resist Fire Shrine
ShrId9	Resist Cold Shrine
ShrMsg0	You feel nothing.
ShrMsg1	You feel refreshed.
ShrMsg10	You no longer fear lightning.
ShrMsg11	You no longer fear poison.
ShrMsg12	You feel more skillful.
ShrMsg13	Your spiritual force recovers quickly.
ShrMsg14	The weight of the world seems lighter.
ShrMsg15	Your experience teaches you well.
ShrMsg16	Your sense of identity is subtly changed.
ShrMsg17	The freedom to go home...
ShrMsg18	A marvelous gem...
ShrMsg19	A fiery death...
ShrMsg2	You feel healthy.
ShrMsg20	Death's advocate approaches.
ShrMsg21	A circle of flame...
ShrMsg22	A circle of death...
ShrMsg3	You feel recharged.
ShrMsg4	You feel incredibly healthy.
ShrMsg5	You feel infused with energy.
ShrMsg6	Your skin hardens.
ShrMsg7	You feel ready for battle.
ShrMsg8	You no longer fear fire.
ShrMsg9	You no longer fear cold.
ShredderSUM	Shredder
ShredderZ	Shredder
Shrewd	Shrewd
Shrieker	Shrieker
ShrillSacrament	Shrill Sacrament
Shrine	Shrine
Shrine2wilderness	Shrine
Shrine3wilderness	Shrine
ShrineofExtinction	Shrine of Extinction
Shroom	Shroom
Shroud Royal	Shroud Royal
Sickle	Sickle
Siege Beast	Siege Beast
Siege Boss	Shenk the Overseer
Siege Control	Siege Control
Siege Door	Siege Door
Siegfried	Siegfried
Sightless Veil	Sightless Veil
Sigil	Sigil
Sigil of Tur Dulra	Sigil of Tur Dulra
Sign	Sign
SignSI3S	Buckle
SignalFire	Signal Fire
Signet1desc	Right-click: Gold in Bank: %d
Signet2desc	Right-click: Experience: %d
Signet3desc	Right-click: Free Attribute Points: %d
Signet4desc	Right-click: Gold in Bank: %d
Signet5desc	Right-click: Free Attribute Points: %d
Signet6desc	Right-click: Experience: %d
SignetGdesc	Right-click: Free Skill Points: %d
SignetoftheGladiator	Signet of the Gladiator
Sigon's	Sigon's
Sigon's Complete Steel	Sigon's Complete Steel
Sigon's Gage	Sigon's Gage
Sigon's Guard	Sigon's Guard
Sigon's Sabot	Sigon's Sabot
Sigon's Shelter	Sigon's Shelter
Sigon's Visor	Sigon's Visor
Sigon's Wrap	Sigon's Wrap
Sigurd's Staunch	Siggard's Stealth
Silkweave	Silkweave
Silver	Silver
Silver City	Silver City
Silver Spire Level 1	Silver Spire Level 1
Silver Spire Level 2	Silver Spire Level 2
SilverScorpion	Silver Scorpion
SilverTitan	Silver Titan
SilverTyrant	Silver Tyrant
SilverboltAa	Silverbolt
Silverstrike	Silverstrike
Sin	Sin
Sinblade	Sinblade
Sinewstring	Sinewstring
Singing	Singing
Sinner	Sinner
SinnerSUM	Sinner
Sinwar	Sinwar
Sinwar of the Storm	Sinwar of the Storm
Sir Gorash	Sir Gorash
Siren	Siren
Siren's call	Siren's Call
SirenKZ	Siren
Skald	Skald
Skarn	Skarn
Skeld's Battlesong	Skeld's Battlesong
Skeletal Flayer	Skeletal Flayer
SkeletalWarrior	Skeletal Warrior
Skeleton	Skeleton
SkeletonArcher	Skeleton Archer
SkillFireEleSyn	+5% Fire Spell damage and Fire Pierce per Base Level
SkillHNovaShot	\tan;Homing Nova Shot
SkillRF1	\n-1% Damage per 10 Energy\n+1% Damage per 6 Vitality\n\orange;Burning Damage\n
SkillRF2	\n-1% Radius per 20 Dexterity\n+1% Radius per 13 Energy\n\orange;Burning Range
SkillRF3	-1 Damage per 1 Strength\n+1.5 Damage per 1 Dexterity\n\orange;Fire Damage to Weapon
SkillRF4	\n+1 Life Regenerated per Second per 6 Vitality\n\n-1% per 120 Vitality\n+1% per 60 Strength\n\orange;Physical Resist\n
SkillRFBurn	Burning Damage: 
SkillRFDmg	Fire Damage to Weapon: 
SkillSTFUsyn	Damage Derived from Shatter the Flesh\n\red;Requires Shatter the Flesh
SkillaltMercy	Vessel of Ret.
SkillaltObliteration	Prismatic Cloak
Skillan222	Raven
Skillan223	Werewolf
Skillan224	Werewolf
Skillan225	Lycanthropy
Skillan226	Firestorm
Skillan227	Oak Sage
Skillan228	Sum Spt Wolf
Skillan229	Werebear
Skillan230	Molten Boulder
Skillan231	Arctic Blast
Skillan232	Carrion Vine
Skillan233	Feral Rage
Skillan234	Maul
Skillan235	Fissure
Skillan236	Cyclone Armor
Skillan237	Wolverine Hrt
Skillan238	Summon D Wolf
Skillan239	Rabies
Skillan240	Fire Claws
Skillan241	Twister
Skillan242	Sol Creep
Skillan243	Hunger
Skillan244	Shock Wave
Skillan245	Volcano
Skillan246	Tornado
Skillan247	Spirit Barbs
Skillan248	Summon Grizzly
Skillan249	Fury
Skillan250	Armageddon
Skillan251	Hurricane
Skillan252	Fire Blast
Skillan253	Claw Mastery
Skillan254	Psyc Hammer
Skillan255	Tiger Strike
Skillan256	Dragon Talon
Skillan257	Shock Web
Skillan258	Blade Sentinel
Skillan259	Burst of Speed
Skillan260	Fists of Fire
Skillan261	Dragon Claw
Skillan262	Charged Bolt
Skillan263	Wake of Fire
Skillan264	Wpn Block
Skillan265	Cloak of Shdws
Skillan266	Cobra Strike
Skillan267	Blade Fury
Skillan268	Fade
Skillan269	Shdw Warrior
Skillan270	Thunder Claws
Skillan271	Dragon Tail
Skillan272	Lightning Sentry
Skillan273	Wake of Inferno
Skillan274	Mind Blast
Skillan275	Blades of Ice
Skillan276	Dragon Flight
Skillan277	Death Sentry
Skillan278	Blade Shield
Skillan279	Venom
Skillan280	Shdw Master
Skillan281	Phnx Strike
SkillanAngOak	Treewarden
SkillanAreaFire	Gift of I.F.
SkillanBL	Black Lotus
SkillanBackblast	Barrier Str.
SkillanBlackstorm	Symphony
SkillanBladeQ	Queen of B.
SkillanBlossom	D. Blossom
SkillanBoL	Light's Blades
SkillanBoomGotcha	Tick Tock
SkillanBovI	D. Cattle
SkillanBrrrzzzz	Reap the Whirlw.
SkillanChimps	Sun's Champs
SkillanColdBlood2	Shatter The F.
SkillanConeOfCold	Ice Cream Cone
SkillanDFT	Death's Totem
SkillanDShotS	Frag Shot
SkillanDVTotem	Devil's Fang
SkillanDWT	D.W.Totem
SkillanDarkSummon	Dark Summ.
SkillanDeathOfAGod	God's Death
SkillanDeathlord	Deathlord
SkillanDeathstrike	Pew Pew Pew
SkillanDivA	Divine App.
SkillanDreadfulScream	Bane
SkillanDualKing	S. Veil Kings
SkillanEfieldsentry	Electrofield S.
SkillanFCT	Frostclaw T.
SkillanFHT	Fireheart T.
SkillanFLTNGZ	Forked Ltng
SkillanFearBomb	Fear Bomb Totem
SkillanFlurry	Javelin Flurry
SkillanFoNa	Faerie Fire
SkillanForceShout	Force Blast
SkillanFork	Muhahaha
SkillanGGEL	Leprechaun
SkillanGalio2	Whooooosh
SkillanGiftOfShadows	Shadow Gift
SkillanGiftOfTW	Wild's Gift
SkillanHOST	H. of Stones
SkillanHereItComes	Pyroblast
SkillanHunting	H. Banshee
SkillanIHateYou	Tainted Blood
SkillanIceBoltNova	Ice Bolt Nova
SkillanIceElemental	Evil Snowball
SkillanIdol2Scosglen	Idol of Sc.
SkillanJinn	Jinn
SkillanJoininHands	Spiral Dance
SkillanLC0	LC0 Quest
SkillanLandmine	M-19 HE AP
SkillanLaughingGhost	L. Ghost
SkillanLetItSnow	Hailstorm
SkillanLethalS	Batstrike
SkillanLightCascade	L. Cascade
SkillanMFlare	Arcane Fury
SkillanMMT	Mana T. Totem
SkillanMOTW	Wild's Mark
SkillanMael4	Maelstrom MkI
SkillanMooooo	Moooooo!
SkillanNephalemWpns	N. Spirit
SkillanNovaCharge	Nova Charge
SkillanOhRats	S. Scavengers
SkillanP6	Zomg Volcano
SkillanPatSentry	Patriot S.
SkillanPlagueAvatar	Plague Avatar
SkillanRathmaRulez	Rathma's Chosen
SkillanSBan	S. Bane Monster
SkillanSDay	S. Daystar
SkillanSDrk	Darklings
SkillanSET	Tesla Was Here
SkillanSFE	Evil Fireball
SkillanSGlowing	S. Glowing Fungus
SkillanSOR	Power of Rock
SkillanSOTHF	Surv. o/t F.
SkillanSOVRZ	Spirit of V.
SkillanSOvr	Overlord
SkillanSPAT	Spiral Dance
SkillanSRam	Rampagor
SkillanSSBZ	S. Shock Beast
SkillanSSHdZ	S. Flayers
SkillanSSrd	S. Shredder
SkillanSTB	S. Thunder Bear
SkillanSVAr	Void Archon
SkillanSVKing	Veil King
SkillanSWT	Liche Totem
SkillanSavagery	GRRRRRR
SkillanSearing	Searing Orb
SkillanSentryFB	Fireball S.
SkillanShackles	Icy Shackles
SkillanShamansTrance	Shroooomzzz...
SkillanShurryFlurry	Shuriken Flurry
SkillanSmg	OMG
SkillanSorcFamiliar	I Can Haz Magik?
SkillanSpiderWaves	Carpet of S.
SkillanSquallWave	Squall Wave
SkillanStaticTrap	Static Trap
SkillanStormblast	Stormblast
SkillanSummonSirens	Summon Sirens
SkillanTBGuard	Totembound G.
SkillanTiefling	Tiefling Form
SkillanTotH	Hunt's Thrill
SkillanTritonF	Treew. Form
SkillanTwinFang	Twin Fang
SkillanTyphoonS	Typhoon Sentry
SkillanVBI	Ven. Spirit
SkillanWCOM	'Fido'
SkillanWWWhaaa	Pwnce
SkillanWipeoutEbolt	E-Bolt
SkillanWoP	Phoenix' Way
SkillanWoS	Spider's Way
SkillanWyrd	Wyrd
SkillanZomgVolcano	Pyro Flow
Skillful	Skillful
Skillld222	the eyes of your enemies\nsummon ravens to peck out
Skillld223	transform into a werewolf
Skillld224	transform into a werewolf
Skillld225	when in werewolf or werebear form\npassive - improves duration and life
Skillld226	unleash fiery chaos to burn your enemies
Skillld227	life for you and your party\nsummon a spirit pet that increases
Skillld228	to fight by your side\nsummon a wolf with teleporting ability
Skillld229	transform into a werebear
Skillld230	that knocks back your enemies\nlaunch a boulder of flaming hot magma
Skillld231	to burn your enemies with frost\nblast a continuous jet of ice
Skillld232	and replenishes your life\nsummon a vine that eats corpses
Skillld233	with successive hits\nincreasing amounts of life from your enemies\ngo into a frenzied rage to steal\nwhen in werewolf form,
Skillld234	with successive hits\nfor increasing extra damage\nmaul your enemies\nwhen in werebear form,
Skillld235	burning them to a crisp\nopen volcanic vents below your enemies,
Skillld236	fire, cold, and lightning\nshield yourself from damage caused by
Skillld237	of you and your party\nto the damage and attack rating\nsummon a spirit pet that adds
Skillld238	it does to enemies\neating corpses to increase damage\nsummon a wolf that becomes enraged,
Skillld239	that spreads to other monsters\nto inflict them with disease\nbite your enemies\nwhen in werewolf form,
Skillld240	with a fiery claw attack\nform, maul your enemies\nwhen in werewolf or werebear
Skillld241	cut a path through your enemies\nrelease several small whirlwinds that
Skillld242	and replenishes your mana\nsummon a vine that eats corpses
Skillld243	to gain life and mana\nform, bite your enemies\nwhen in werewolf or werebear
Skillld244	that stuns nearby enemies\nstomp to create a shock wave\nwhen in werebear form,
Skillld245	and destruction over your enemies\nsummon forth a volcano to rain death
Skillld246	to blast your enemies\ncreate a funnel of wind and debris
Skillld247	back at your enemies\ntaken by you and your party\nsummon spirit pet that reflects damage
Skillld248	summon a ferocious grizzly bear
Skillld249	or one target multiple times\neither multiple adjacent targets\nwhen in werewolf form, attack
Skillld250	destruction on nearby enemies\ncreate a meteor shower to rain fiery
Skillld251	debris to pound your enemies to bits\ncreate a massive storm of wind and
Skillld252	to blast your enemies to bits\nthrow a fire bomb
Skillld253	with claw-class weapons\npassive - improves your skill
Skillld254	to crush and knock back your enemies\nto create a psychic blast\nuse the power of your mind
Skillld255	normal attack to release charges\nmust use a dragon finishing move or\nto finishing moves\nconsecutive hits add damage bonuses\n\nCharge-up Skill\n
Skillld256	adds charged-up bonuses to the kick\nkick your enemies out of your way\n\nFinishing Move\n
Skillld257	to shock your enemies\nthrow a web of lightning
