index	code	enabled	rarity	lvl	lvl req	type	category	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	(S)StrName	chrtransform	invtransform	carry1	nolimit	cost mult	cost add	flippyfile	invfile	dropsound	dropsfxframe	usesound	(S)legacy	(S)updateitem	version	ladder	*eol
Herald of Skartara	j67	1	10	62	39	Reflex Bow (Grade 4)	Tiered Unique	sock		4	4	dex-add	76	76	76	dmg%		104	126	dmg-min		23	28	dmg-max		38	45	gold%		46	55	swing3		30	30	kill-skill	496	3	9	uninterrupt		26	30	oskill	815	7	8	kill-skill	303	3	9						lyel	lyel		1	5	5000										0
Herald of Skartara	j84	1	10	76	48	Reflex Bow (Grade 5)	Tiered Unique	sock		5	5	dex-add	76	76	76	dmg%		126	149	dmg-min		28	33	dmg-max		46	53	gold%		56	65	swing3		35	35	kill-skill	496	4	11	uninterrupt		31	35	oskill	815	9	10	kill-skill	303	4	11						lyel	lyel		1	5	5000										0
Herald of Skartara	o11	1	10	90	57	Reflex Bow (Grade 6)	Tiered Unique	sock		6	6	dex-add	76	76	76	dmg%		149	171	dmg-min		33	38	dmg-max		53	60	gold%		66	75	swing3		40	40	kill-skill	496	4	13	uninterrupt		36	40	oskill	815	11	12	kill-skill	303	4	13						lyel	lyel		1	5	5000										0
Athulua's Command	86@	1	20	120	100	Reflex Bow (Sacred(1))	Sacred(1) Unique	sock		6	6	dex-add	76	76	76	dmg%		144	171	kill-skill	241	25	10	dmg-max		101	125	swing3		45	45	move3		25	25	balance3		35	35	oskill	449	9	12	crush		8	10	ignore-ac		1	1	oskill	668	17	36		dred	dred		1	5	5000										0
NewChasmstriker	86@	1	8	120	100	Reflex Bow (Sacred(2))	Sacred(2) Unique	sock		6	6	dex-add	76	76	76	dmg%		172	200	dmg-max		126	150	kill-skill	595	50	14	dmg-ac		-250	-250	dex		101	150	str		101	150	move3		-15	-15	hit-skill	492	25	1										oran	oran		1	5	5000										0
ReflexBowSU3	86@	1	1	120	100	Reflex Bow (Sacred(3))	Sacred(3) Unique	sock		6	6	dex-add	76	76	76	swing3		100	100	dmg-norm		38	75	dmg%		172	200	hit-skill	382	1	1	hit-skill	383	1	1	hit-skill	492	10	23					att%		100	150	lifesteal		20	30						cred	cred		1	5	5000										0
Embershot	l55	1	10	18	11	Repeating Crossbow (Grade 1)	Tiered Unique	sock		2	2	str-add		51	51	dmg%		30	46	fire-min		6	9	fire-max		11	19	abs-fire%		3	5	str		21	25	vit		21	25	pierce-fire		6	8	kill-skill	451	15	5										lred	lred		1	5	5000										0
Embershot	l59	1	10	32	20	Repeating Crossbow (Grade 2)	Tiered Unique	sock		3	3	str-add		51	51	dmg%		47	63	fire-min		9	18	fire-max		19	38	abs-fire%		6	8	str		26	30	vit		26	30	pierce-fire		8	10	kill-skill	451	18	10										lred	lred		1	5	5000										0
Embershot	l63	1	10	47	30	Repeating Crossbow (Grade 3)	Tiered Unique	sock		4	4	str-add		51	51	dmg%		64	80	fire-min		18	35	fire-max		38	75	abs-fire%		9	11	str		31	35	vit		31	35	pierce-fire		11	13	kill-skill	451	21	15										lred	lred		1	5	5000										0
Embershot	l67	1	10	62	39	Repeating Crossbow (Grade 4)	Tiered Unique	sock		4	4	str-add		51	51	dmg%		81	97	fire-min		36	70	fire-max		76	150	abs-fire%		12	14	str		36	40	vit		36	40	pierce-fire		13	15	kill-skill	451	24	20										lred	lred		1	5	5000										0
Embershot	l71	1	10	76	48	Repeating Crossbow (Grade 5)	Tiered Unique	sock		5	5	str-add		51	51	dmg%		98	114	fire-min		71	140	fire-max		151	300	abs-fire%		15	17	str		41	45	vit		41	45	pierce-fire		16	18	kill-skill	451	27	25										lred	lred		1	5	5000										0
Embershot	l75	1	10	90	57	Repeating Crossbow (Grade 6)	Tiered Unique	sock		6	6	str-add		51	51	dmg%		115	132	fire-min		141	280	fire-max		301	600	abs-fire%		18	20	str		46	50	vit		46	50	pierce-fire		18	20	kill-skill	451	30	30										lred	lred		1	5	5000										0
Larzuk's Bombard	79@	1	20	120	100	Repeating Crossbow (Sacred(1))	Sacred(1) Unique	sock		6	6	str-add		51	51	dmg%		144	171	str%		31	40	kill-skill	311	20	45	swing3		40	40	addxp		11	15	ac-global		31	40	ac/lvl	640	640	640	crush		11	13	dmg-norm		63	125	death-skill	564	100	49		lgld	lgld		1	5	5000										0
New2MonsMeg	79@	1	8	120	100	Repeating Crossbow (Sacred(2))	Sacred(2) Unique	sock		6	6	str-add		51	51	dmg%		172	200	str		200	200	crush		11	13	move3		-20	-20	dex		-50	-50	kill-skill	901	4	26	dmg-fire		2	500	extra-fire		16	20	oskill	417	3	3	red-dmg%		5	5		dgry	lgry		1	5	5000										0
RepeatingCrossbowSU3	79@	1	1	120	100	Repeating Crossbow (Sacred(3))	Sacred(3) Unique	sock		6	6	str-add		51	51	dmg%		144	171	hit-skill	417	5	11	nec		2	4	dmg-max		150	225	res-all-max		5	5	ignore-ac		1	1	red-dmg%		10	10	trololololol		1	10	regen-mana		21	25	move3		21	25		dgrn	dgrn		1	5	5000										0
Sharkbaiter	604	1	10	6	4	Ring Mail (Grade 1)	Tiered Unique	sock		2	2	ac%		24	40	damage-skill	600	1	6	blood-phys		11	25	str		11	15	heal-melee		3	5	swing3		5	5	crush		2	3																		cred	cred		1	5	5000										0
Sharkbaiter	650	1	10	20	12	Ring Mail (Grade 2)	Tiered Unique	sock		3	3	ac%		41	57	damage-skill	600	1	12	blood-phys		26	40	str		16	20	heal-melee		6	8	swing3		10	10	crush		3	4																		cred	cred		1	5	5000										0
Sharkbaiter	696	1	10	35	21	Ring Mail (Grade 3)	Tiered Unique	sock		4	4	ac%		58	75	damage-skill	600	1	18	blood-phys		41	55	str		21	25	heal-melee		9	11	swing3		15	15	crush		4	5																		cred	cred		1	5	5000										0
Sharkbaiter	742	1	10	50	30	Ring Mail (Grade 4)	Tiered Unique	sock		4	4	ac%		75	92	damage-skill	600	1	24	blood-phys		56	70	str		26	30	heal-melee		12	14	swing3		20	20	crush		5	6																		cred	cred		1	5	5000										0
Sharkbaiter	788	1	10	64	39	Ring Mail (Grade 5)	Tiered Unique	sock		5	5	ac%		92	109	damage-skill	600	1	30	blood-phys		71	85	str		31	35	heal-melee		15	17	swing3		25	25	crush		6	7																		cred	cred		1	5	5000										0
Sharkbaiter	834	1	10	79	47	Ring Mail (Grade 6)	Tiered Unique	sock		6	6	ac%		109	126	damage-skill	600	1	36	blood-phys		86	100	str		36	40	heal-melee		18	20	swing3		30	30	crush		7	8																		cred	cred		1	5	5000										0
Hratli's Craft	@05	1	20	120	100	Ring Mail (Sacred(1))	Sacred(1) Unique	sock		6	6	ac%		172	200	dex		75	75	balance3		50	50	cast3		25	25	ease		-40	-40	rep-dur	4	4	4	red-dmg%		10	10	hp-minion		41	50	allskills		1	1	mag%		63	63						dgrn	dgrn		1	5	5000										0
NewMedivhsCameo	@05	1	8	120	100	Ring Mail (Sacred(2))	Sacred(2) Unique	sock		6	6	oskill	569	36	42	extra-pm		26	38	allskills		2	2	red-dmg		75	75	hp		500	500	gold%		76	125	enr-factor		41	50	ac%		144	171	demon-heal		201	250	light		-2	-2						dred	dred		1	5	5000										0
RingMailSU3	@05	1	1	120	100	Ring Mail (Sacred(3))	Sacred(3) Unique	sock		6	6	ac%		115	143	pierce-pois		35	35	extra-pois		25	38	res-pois-max		5	5	reanimate	2311	3	3	death-skill	862	100	16	cast3		30	30	allskills		1	2	hp		300	300	red-dmg%		5	10	oskill	467	14	18		dred	dred		1	5	5000										0
Oreichalcos	w21	1	10	6	4	Rondache (Grade 1)	Tiered Unique	sock		2	2	ac%		12	29	gold%		51	75	cheap		5	5	slow-melee		5	5	ac-global		3	5	dur%		21	25	dmg-demon		11	25																		dgld	dgld		1	5	5000										0
Oreichalcos	w41	1	10	21	13	Rondache (Grade 2)	Tiered Unique	sock		2	2	ac%		30	46	gold%		76	100	cheap		6	6	slow-melee		6	6	ac-global		6	8	dur%		26	30	dmg-demon		26	40																		dgld	dgld		1	5	5000										0
Oreichalcos	w61	1	10	36	21	Rondache (Grade 3)	Tiered Unique	sock		2	2	ac%		47	63	gold%		101	125	cheap		7	7	slow-melee		7	7	ac-global		9	11	dur%		31	35	dmg-demon		41	55																		dgld	dgld		1	5	5000										0
Oreichalcos	w81	1	10	50	30	Rondache (Grade 4)	Tiered Unique	sock		3	3	ac%		64	80	gold%		126	150	cheap		8	8	slow-melee		8	8	ac-global		12	14	dur%		36	40	dmg-demon		56	70																		dgld	dgld		1	5	5000										0
Oreichalcos	e11	1	10	65	39	Rondache (Grade 5)	Tiered Unique	sock		3	3	ac%		81	97	gold%		151	175	cheap		9	9	slow-melee		9	9	ac-global		15	17	dur%		41	45	dmg-demon		71	85																		dgld	dgld		1	5	5000										0
Oreichalcos	e31	1	10	80	48	Rondache (Grade 6)	Tiered Unique	sock		4	4	ac%		98	114	gold%		176	200	cheap		10	10	slow-melee		10	10	ac-global		18	20	dur%		46	50	dmg-demon		86	100																		dgld	dgld		1	5	5000										0
Hypnodisk	@58	1	20	120	100	Rondache (Sacred(1))	Sacred(1) Unique	sock		4	4	light		2	4	dex%		21	25	cheap		10	10	stupid-thorns		2	5	charged	397	100	9	pal		2	2	cast3		50	50	ease		-25	-25														lyel	lyel		1	5	5000										0
New2Commsat	@58	1	8	120	100	Rondache (Sacred(2))	Sacred(2) Unique	sock		6	6	att-skill	37	100	19	extra-all		16	20	swing3		40	40	kill-skill	762	2	27	light		10	10	enr-factor		41	50	enr%		21	25	ac%		172	200	block		1	1										lgry	lgry		1	5	5000										0
RondacheSU3	@58	1	1	120	100	Rondache (Sacred(3))	Sacred(3) Unique	sock		4	4	ac%		144	171	extra-pm		10	15	extra-fire		10	15	pierce-fire		11	11	cast3		30	30	block		1	1	ac		666	666	light		4	5	regen		100	150	enr-factor		40	50						oran	oran		1	5	5000										0
Wardance6	102	1	10	6	4	Saber (Grade 1)	Tiered Unique	sock		1	1	str-add		51	51	dmg%		24	40	swing3		15	15	move3		5	5	ac-miss		21	50	anykill-skill	346	5	2	dex		3	5																		oran	oran		1	5	5000										0
Wardance6	170	1	10	21	13	Saber (Grade 2)	Tiered Unique	sock		2	2	str-add		51	51	dmg%		41	57	swing3		20	20	move3		10	10	ac-miss		51	80	anykill-skill	346	7	5	dex		6	8																		oran	oran		1	5	5000										0
Wardance6	238	1	10	35	22	Saber (Grade 3)	Tiered Unique	sock		2	2	str-add		51	51	dmg%		58	75	swing3		25	25	move3		15	15	ac-miss		81	110	anykill-skill	346	9	8	dex		9	11																		oran	oran		1	5	5000										0
Wardance6	306	1	10	50	32	Saber (Grade 4)	Tiered Unique	sock		2	2	str-add		51	51	dmg%		75	92	swing3		30	30	move3		20	20	ac-miss		111	140	anykill-skill	346	11	11	dex		12	14																		oran	oran		1	5	5000										0
Wardance6	374	1	10	64	41	Saber (Grade 5)	Tiered Unique	sock		3	3	str-add		51	51	dmg%		92	109	swing3		35	35	move3		25	25	ac-miss		141	170	anykill-skill	346	13	14	dex		15	17																		oran	oran		1	5	5000										0
Wardance6	442	1	10	79	50	Saber (Grade 6)	Tiered Unique	sock		3	3	str-add		51	51	dmg%		109	126	swing3		40	40	move3		30	30	ac-miss		171	200	anykill-skill	346	15	17	dex		18	20																		oran	oran		1	5	5000										0
Infernolash	03@	1	20	120	100	Saber (Sacred(1))	Sacred(1) Unique	sock		3	3	str-add		51	51	dmg%		115	143	dmg-norm		13	50	kill-skill	386	33	49	swing3		30	30	openwounds		21	40	att%		101	150	extra-fire/lvl	6	6	6	dex		41	50										lred	lred		1	5	5000										0
NewSaberofTheStormsail	03@	1	8	120	100	Saber (Sacred(2))	Sacred(2) Unique	sock		3	3	str-add		51	51	dmg%		115	143	dmg-norm		38	88	att-skill	784	5	27	crush		8	8	gold%		250	250	swing3		20	20	openwounds		50	50	kill-skill	441	5	15	str%		25	25						dblu	dblu		1	5	5000										0
SaberSU3	03@	1	1	120	100	Saber (Sacred(3))	Sacred(3) Unique	sock		3	3	str-add		51	51	dmg%		87	114	oskill	421	13	15	extra-totems		1	1	extra-cold		10	20	cast3		15	15	dmg-norm		25	50	enr%		20	40	mag%		13	38	nec		0	1	red-dmg%		5	5		dblu	dblu		1	5	5000										0
Lunarsong	j11	1	10	4	3	Sacred Globe (Grade 1)	Tiered Unique	sock		1	1	dex-add	51	51	51	sor		1	1	regen-mana		11	15	pierce-cold		2	3	enr-factor		11	25	res-cold		11	15	res-ltng		11	15	light		1	1														lgry	lgry		1	5	5000										0
Lunarsong	j28	1	10	19	12	Sacred Globe (Grade 2)	Tiered Unique	sock		2	2	dex-add	51	51	51	sor		1	1	regen-mana		16	20	pierce-cold		3	4	enr-factor		26	40	res-cold		16	20	res-ltng		16	20	light		1	1														lgry	lgry		1	5	5000										0
Lunarsong	j45	1	10	33	21	Sacred Globe (Grade 3)	Tiered Unique	sock		2	2	dex-add	51	51	51	sor		1	2	regen-mana		21	25	pierce-cold		5	6	enr-factor		41	55	res-cold		21	25	res-ltng		21	25	light		2	2														lgry	lgry		1	5	5000										0
Lunarsong	j62	1	10	48	30	Sacred Globe (Grade 4)	Tiered Unique	sock		2	2	dex-add	51	51	51	sor		1	2	regen-mana		26	30	pierce-cold		6	7	enr-factor		56	70	res-cold		26	30	res-ltng		26	30	light		2	2														lgry	lgry		1	5	5000										0
Lunarsong	j79	1	10	63	40	Sacred Globe (Grade 5)	Tiered Unique	sock		2	2	dex-add	51	51	51	sor		1	3	regen-mana		31	35	pierce-cold		8	9	enr-factor		71	85	res-cold		31	35	res-ltng		31	35	light		3	3														lgry	lgry		1	5	5000										0
Lunarsong	j96	1	10	77	49	Sacred Globe (Grade 6)	Tiered Unique	sock		2	2	dex-add	51	51	51	sor		2	3	regen-mana		36	40	pierce-cold		9	10	enr-factor		86	100	res-cold		36	40	res-ltng		36	40	light		3	3														lgry	lgry		1	5	5000										0
Ghostmoon	81@	1	20	120	100	Sacred Globe (Sacred(1))	Sacred(1) Unique	sock		2	2	dex-add	51	51	51	sor		2	3	ac-global		21	25	extra-all		16	20	reanimate	2249	6	8	cast3		40	40	avoidance		15	15	balance3		30	30	fade		1	1										dblu	dblu		1	5	5000										0
NewEarthsBurden	81@	1	8	120	100	Sacred Globe (Sacred(2))	Sacred(2) Unique	sock		2	2	dex-add	51	51	51	ease		50	50	str		100	100	red-dmg%		10	10	ac		500	500	allskills		2	2	balance3		25	25	state	157	1	1	desc-druid		1	1	str-factor		200	200	death-skill	399	100	43		dgrn	dgrn		1	5	5000										0
SacredGlobeSU3	81@	1	1	120	100	Sacred Globe (Sacred(3))	Sacred(3) Unique	sock		2	2	dex-add	51	51	51	oskill	322	35	35	oskill	513	1	1	motw-phys		100	100	motw-dur		150	150	res-all-minion		50	50	hp-minion		50	50	dmg-minion		75	75	cast3		60	60	ac		3000	3000	pierce-cold		35	53		cred	cred		1	5	5000										0
Moonwrap	627	1	10	1	1	Sash (Grade 1)	Tiered Unique	sock		1	1	ac%		18	29	regen-mana		21	25	cast3		5	5	res-cold		11	15	res-ltng		11	15																										dblu	dblu		1	5	5000										0
Moonwrap	673	1	10	14	8	Sash (Grade 2)	Tiered Unique	sock		2	2	ac%		30	40	regen-mana		26	30	cast3		10	10	res-cold		16	20	res-ltng		16	20																										dblu	dblu		1	5	5000										0
Moonwrap	719	1	10	28	17	Sash (Grade 3)	Tiered Unique	sock		2	2	ac%		41	52	regen-mana		31	35	cast3		15	15	res-cold		21	25	res-ltng		21	25																										dblu	dblu		1	5	5000										0
Moonwrap	765	1	10	43	26	Sash (Grade 4)	Tiered Unique	sock		2	2	ac%		52	63	regen-mana		36	40	cast3		20	20	res-cold		26	30	res-ltng		26	30																										dblu	dblu		1	5	5000										0
Moonwrap	811	1	10	58	35	Sash (Grade 5)	Tiered Unique	sock		2	2	ac%		64	75	regen-mana		41	45	cast3		25	25	res-cold		31	35	res-ltng		31	35																										dblu	dblu		1	5	5000										0
Moonwrap	857	1	10	72	43	Sash (Grade 6)	Tiered Unique	sock		2	2	ac%		75	86	regen-mana		46	50	cast3		30	30	res-cold		36	40	res-ltng		36	40																										dblu	dblu		1	5	5000										0
Sash of Shadows	@28	1	20	120	100	Sash (Sacred(1))	Sacred(1) Unique	sock		2	2	ac%		144	171	extra-cold/lvl	4	0	0	ease		-60	-60	res-cold		31	50	dmg-to-mana		21	25	allskills		1	2	res-all-minion		21	25	red-dmg		25	25														blac	blac		1	5	5000										0
Cliffhanger	@28	1	8	120	100	Sash (Sacred(2))	Sacred(2) Unique	sock		2	2	ac		301	500	gethit-skill	814	1	16	crush		6	8	mag%		-13	-13	str		100	100	vit		50	50																						dgld	dgld		1	5	5000										0
SashSU3	@28	1	1	120	100	Sash (Sacred(3))	Sacred(3) Unique	sock		2	2	gethit-skill	38	100	1	balance3		50	50	red-dmg		100	100	res-ltng-max		10	10	abs-ltng		20	20	str		25	50	enr		25	50	heal-kill		20	30	ease		-50	-50	light		5	5						dyel	dyel		1	5	5000										0
Robe of Leaves	605	1	10	6	4	Scale Mail (Grade 1)	Tiered Unique	sock		2	2	ac%		24	43	res-fire		-3	-5	res-pois		21	25	motw-elem		8	13	pierce-fcp		2	3	hp%		3	5																						cgrn	cgrn		1	5	5000										0
Robe of Leaves	651	1	10	21	12	Scale Mail (Grade 2)	Tiered Unique	sock		3	3	ac%		44	63	res-fire		-6	-8	res-pois		26	30	motw-elem		13	18	pierce-fcp		3	4	hp%		6	8																						cgrn	cgrn		1	5	5000										0
Robe of Leaves	697	1	10	35	21	Scale Mail (Grade 3)	Tiered Unique	sock		4	4	ac%		64	83	res-fire		-9	-11	res-pois		31	35	motw-elem		18	23	pierce-fcp		5	6	hp%		9	11																						cgrn	cgrn		1	5	5000										0
Robe of Leaves	743	1	10	50	30	Scale Mail (Grade 4)	Tiered Unique	sock		4	4	ac%		84	103	res-fire		-12	-14	res-pois		36	40	motw-elem		23	28	pierce-fcp		6	7	hp%		12	14																						cgrn	cgrn		1	5	5000										0
Robe of Leaves	789	1	10	64	39	Scale Mail (Grade 5)	Tiered Unique	sock		5	5	ac%		104	123	res-fire		-15	-17	res-pois		41	45	motw-elem		28	33	pierce-fcp		8	9	hp%		15	17																						cgrn	cgrn		1	5	5000										0
Robe of Leaves	835	1	10	79	47	Scale Mail (Grade 6)	Tiered Unique	sock		6	6	ac%		124	143	res-fire		-18	-20	res-pois		46	50	motw-elem		33	38	pierce-fcp		9	10	hp%		18	20																						cgrn	cgrn		1	5	5000										0
Crystalshroud	@06	1	20	120	100	Scale Mail (Sacred(1))	Sacred(1) Unique	sock		6	6	ac%		58	86	dur%		-75	-75	move3		-25	-25	allskills		1	2	ease		-25	-25	enr%		20	20	vit%		20	20	extra-all		8	10	res-all		51	60										oran	lpur		1	5	5000										0
NewScaleOfJustice	@06	1	8	120	100	Scale Mail (Sacred(2))	Sacred(2) Unique	sock		6	6	ac%		115	143	heal-thorns		250	250	damage-skill	914	5	23	pierce-pois		15	18	ease		-25	-25	hp		500	500	pal		2	2	nec		2	2														lyel	lyel		1	5	5000										0
ScaleMailSU3	@06	1	1	120	100	Scale Mail (Sacred(3))	Sacred(3) Unique	sock		6	6	pierce-cold		35	35	extra-cold		13	38	oskill	457	12	16	reanimate	1482	5	8	move3		50	50	allskills		1	2	ac%		143	171	res-cold-max		5	5	death-skill	508	100	16										cblu	cblu		1	5	5000										0
Sunbearer	129	1	10	1	1	Scepter (Grade 1)	Tiered Unique	sock		1	1	dex-add	51	51	51	ama		1	1	pierce-fire		2	3	cast3		5	5	gold%		16	25	res-fire		11	15	gethit-skill	514	5	2																		lgld	lgld		1	5	5000										0
Sunbearer	197	1	10	14	9	Scepter (Grade 2)	Tiered Unique	sock		2	2	dex-add	51	51	51	ama		1	1	pierce-fire		3	4	cast3		10	10	gold%		26	35	res-fire		16	20	gethit-skill	514	7	5																		lgld	lgld		1	5	5000										0
Sunbearer	265	1	10	29	18	Scepter (Grade 3)	Tiered Unique	sock		2	2	dex-add	51	51	51	ama		1	2	pierce-fire		5	6	cast3		15	15	gold%		36	45	res-fire		21	25	gethit-skill	514	9	8																		lgld	lgld		1	5	5000										0
Sunbearer	333	1	10	43	27	Scepter (Grade 4)	Tiered Unique	sock		2	2	dex-add	51	51	51	ama		1	2	pierce-fire		6	7	cast3		20	20	gold%		46	55	res-fire		26	30	gethit-skill	514	11	11																		lgld	lgld		1	5	5000										0
Sunbearer	401	1	10	58	37	Scepter (Grade 5)	Tiered Unique	sock		3	3	dex-add	51	51	51	ama		1	3	pierce-fire		8	9	cast3		25	25	gold%		56	65	res-fire		31	35	gethit-skill	514	13	14																		lgld	lgld		1	5	5000										0
Sunbearer	469	1	10	72	46	Scepter (Grade 6)	Tiered Unique	sock		3	3	dex-add	51	51	51	ama		2	3	pierce-fire		9	10	cast3		30	30	gold%		66	75	res-fire		36	40	gethit-skill	514	15	17																		lgld	lgld		1	5	5000										0
The Celebrant	30@	1	20	120	100	Scepter (Sacred(1))	Sacred(1) Unique	sock		3	3	dex-add	51	51	51	pal		3	4	extra-fire		21	25	wrath-synergy		21	25	cast3		40	40	heal-kill		75	75	mag%		16	25	ease		-50	-50	ac		250	250	holyarmor-vel		21	25						dgld	dgld		1	5	5000										0
NewScepterOfTremain	30@	1	8	120	100	Scepter (Sacred(2))	Sacred(2) Unique	sock		3	3	dex-add	51	51	51	extra-fire		21	25	extra-pm		21	25	pal		4	4	oskill	1003	17	19	regen		500	500	ac		400	400	balance3		20	20	wrath-synergy		40	40	str/bl	320	320	320						lgld	lgld		1	5	5000			singing_sun		singing_sun					0
ScepterSU3	30@	1	1	120	100	Scepter (Sacred(3))	Sacred(3) Unique	sock		3	3	dex-add		51	51	ama		3	4	extra-pm		21	25	skill	315	31	36	heal-kill		21	30	res-all		21	40	pierce-fire		29	35	mana%		16	20	dmg%		87	114	ac		401	500	str		41	50		cgrn	cgrn		1	5	5000										0
Al Nath2	101	1	10	4	2	Scimitar (Grade 1)	Tiered Unique	sock		1	1	str-add		51	51	dmg%		18	35	swing3		5	5	dex%		3	5	slow		3	5	fire-min		3	4	fire-max		4	8	att%		21	30														lblu	lblu		1	5	5000										0
Al Nath2	169	1	10	18	11	Scimitar (Grade 2)	Tiered Unique	sock		2	2	str-add		51	51	dmg%		35	52	swing3		10	10	dex%		6	8	slow		6	8	fire-min		4	8	fire-max		8	15	att%		31	40														lblu	lblu		1	5	5000										0
Al Nath2	237	1	10	32	20	Scimitar (Grade 3)	Tiered Unique	sock		2	2	str-add		51	51	dmg%		52	69	swing3		15	15	dex%		9	11	slow		9	11	fire-min		8	15	fire-max		16	30	att%		41	50														lblu	lblu		1	5	5000										0
Al Nath2	305	1	10	47	30	Scimitar (Grade 4)	Tiered Unique	sock		2	2	str-add		51	51	dmg%		69	86	swing3		20	20	dex%		12	14	slow		12	14	fire-min		16	30	fire-max		31	60	att%		51	60														lblu	lblu		1	5	5000										0
Al Nath2	373	1	10	62	39	Scimitar (Grade 5)	Tiered Unique	sock		3	3	str-add		51	51	dmg%		87	103	swing3		25	25	dex%		15	17	slow		15	17	fire-min		31	60	fire-max		61	120	att%		61	70														lblu	lblu		1	5	5000										0
Al Nath2	441	1	10	76	48	Scimitar (Grade 6)	Tiered Unique	sock		3	3	str-add		51	51	dmg%		104	120	swing3		30	30	dex%		18	20	slow		18	20	fire-min		61	120	fire-max		121	240	att%		71	80														lblu	lblu		1	5	5000										0
Al Nair	02@	1	20	120	100	Scimitar (Sacred(1))	Sacred(1) Unique	sock		3	3	str-add		51	51	dmg%		115	143	extra-fire		16	20	cast3		60	60	swing3		60	60	balance3		60	60	ease		-40	-40	kill-skill	809	50	18														cred	cred		1	5	5000										0
NewKrakensCutlass	02@	1	8	120	100	Scimitar (Sacred(2))	Sacred(2) Unique	sock		3	3	str-add		51	51	dmg%		144	171	oskill	1012	7	12	slow		15	15	dmg-global		50	50	dmg-max		26	38	gold%		250	250	att-skill	784	5	3	howl		2	2	move3		50	50	dex		50	50		dblu	dblu		1	5	5000										0
ScimitarSU3	02@	1	1	120	100	Scimitar (Sacred(3))	Sacred(3) Unique	sock		3	3	str-add		51	51	dmg%		144	171	pierce-pois		21	35	extra-pois		15	25	dmg-pois	50	512	1024	pal		2	3	move3		35	35	hit-skill	90	2	60	reanimate	2312	1	2	red-dmg%		5	5	block		1	1		lblu	lblu		1	5	5000										0
Circuitbreaker	j26	1	10	18	12	Scissors Katar (Grade 1)	Tiered Unique	sock		1	1	dex-add	76	76	76	dmg%		24	46	dmg-mon%	63	50	50	desc-breaker		50	50	ltng-min		1	1	ltng-max		6	13	res-ltng		21	30	swing3		15	15	balance3		5	5	att-skill	807	15	4	oskill	840	1	2		dgry	lgry		1	5	5000										0
Circuitbreaker	j43	1	10	33	21	Scissors Katar (Grade 2)	Tiered Unique	sock		2	2	dex-add	76	76	76	dmg%		47	69	dmg-mon%	63	100	100	desc-breaker		100	100	ltng-min		1	1	ltng-max		13	25	res-ltng		31	40	swing3		20	20	balance3		10	10	att-skill	807	17	8	oskill	840	3	4		dgry	lgry		1	5	5000										0
