code	name	type	type2	alternateGfx	namestr	spelldesc	spelldescstr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
262	Mace (Grade 2)	mace	tier	mac	262					20	1	13	19									5	20	0	62	0	80		37	11		1200		402	mac	262	262	262	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
398	Mace (Grade 3)	mace	tier	mac	398					20	1	20	30									5	20	0	130	0	80		66	21		4800		403	mac	398	398	398	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
466	Mace (Grade 4)	mace	tier	mac	466					20	1	24	35									5	20	0	261	0	80		78	25		9600		403	mac	466	466	466	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
27@	Mace (Sacred)	qmac		mac	27@					2	1	44	50									5	20	0	442	0	80		78	30		9600		403	mac	27@	27@	27@	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
j19	Maiden Javelin (Grade 1)	ajav	tier	pil	j19			100		4	1	8	13					8	19	15	2	23	0	25	43	87	84		16	5		32		401	jav	j19	j19	j19	1ht	1ht	5	1ht	1	3	1	32	250	250	flpam5	invam5			1	1	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			684	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
j53	Maiden Javelin (Grade 2)	ajav	tier	pil	j53			100		4	1	13	22					19	37	15	2	23	0	25	64	128	84		46	14		92		402	jav	j53	j53	j53	1ht	1ht	5	1ht	1	3	1	32	250	250	flpam5	invam5			1	2	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			684	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
j87	Maiden Javelin (Grade 3)	ajav	tier	pil	j87			100		4	1	20	33					33	60	15	2	23	0	25	125	251	84		75	23		150		402	jav	j87	j87	j87	1ht	1ht	5	1ht	1	3	1	32	250	250	flpam5	invam5			1	2	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			684	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
o14	Maiden Javelin (Grade 4)	ajav	tier	pil	o14			100		4	1	23	39					41	73	15	2	23	0	25	247	495	84		86	27		172		403	jav	o14	o14	o14	1ht	1ht	5	1ht	1	3	1	32	250	250	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			684	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
89@	Maiden Javelin (Sacred)	qajv		pil	89@			100		1	1	46	54					71	88	15	2	23	0	25	350	600	84		86	30		172		403	jav	89@	89@	89@	1ht	1ht	5	1ht	1	3	1	32	250	250	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			684	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
j18	Maiden Pike (Grade 1)	aspe	tier	pik	j18			100		4	1				1	7	19			15	4	20	0	30	43	87	80		16	5		412		402	spr	j18	j18	j18	2ht	2ht	5	2ht	2	4	0	0	0	0	flppik	invam4			1	2	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
j52	Maiden Pike (Grade 2)	aspe	tier	pik	j52			100		4	1				1	14	34			15	4	20	0	30	63	126	80		46	14		1648		404	spr	j52	j52	j52	2ht	2ht	5	2ht	2	4	0	0	0	0	flppik	invam4			1	4	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
j86	Maiden Pike (Grade 3)	aspe	tier	pik	j86			100		4	1				1	22	53			15	4	20	0	30	123	246	80		74	23		6592		405	spr	j86	j86	j86	2ht	2ht	5	2ht	2	4	0	0	0	0	flppik	invam4			1	5	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
o13	Maiden Pike (Grade 4)	aspe	tier	pik	o13			100		4	1				1	19	71			15	4	20	0	30	241	483	80		86	27		13184		406	spr	o13	o13	o13	2ht	2ht	5	2ht	2	4	0	0	0	0	flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
88@	Maiden Pike (Sacred)	qasp		pik	88@			100		1	1				1	52	93			15	4	20	0	30	350	590	80		86	30		13184		406	spr	88@	88@	88@	2ht	2ht	5	2ht	2	4	0	0	0	0	flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
j17	Maiden Spear (Grade 1)	aspe	tier	am3	j17			100		4	1				1	6	16			15	4	10	0	30	33	67	64		10	3		300		402	spr	j17	j17	j17	2ht	2ht	5	2ht	2	4	0	0	0	0	flpam3	invam3			1	2	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
j51	Maiden Spear (Grade 2)	aspe	tier	am3	j51			100		4	1				1	13	29			15	4	10	0	30	50	102	64		40	12		1200		404	spr	j51	j51	j51	2ht	2ht	5	2ht	2	4	0	0	0	0	flpam3	invam3			1	4	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
j85	Maiden Spear (Grade 3)	aspe	tier	am3	j85			100		4	1				1	21	45			15	4	10	0	30	102	203	64		69	22		4800		405	spr	j85	j85	j85	2ht	2ht	5	2ht	2	4	0	0	0	0	flpam3	invam3			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
o12	Maiden Spear (Grade 4)	aspe	tier	am3	o12			100		4	1				1	25	54			15	4	10	0	30	201	402	64		83	26		9600		406	spr	o12	o12	o12	2ht	2ht	5	2ht	2	4	0	0	0	0	flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
87@	Maiden Spear (Sacred)	qasp		am3	87@			100		1	1				1	60	70			15	4	10	0	30	346	500	64		83	30		9600		406	spr	87@	87@	87@	2ht	2ht	5	2ht	2	4	0	0	0	0	flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!22	Mammen Axe (Grade 1)	baxe	tier	axe	!22					4	1	5	7									-5	25	0	0	0	70		1	0		212		401	axe	!22	!22	!22	1hs	1hs	5	1hsl	1	3					flpaxe	invhaxu			1	1	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!24	Mammen Axe (Grade 2)	baxe	tier	axe	!24					4	1	11	12									-5	25	0	21	0	70		31	10		848		402	axe	!24	!24	!24	1hs	1hs	5	1hsl	1	3					flpaxe	invhaxu			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!26	Mammen Axe (Grade 3)	baxe	tier	axe	!26					4	1	19	20									-5	25	0	59	0	70		63	20		3392		403	axe	!26	!26	!26	1hs	1hs	5	1hsl	1	3					flpaxe	invhaxu			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!27	Mammen Axe (Grade 4)	baxe	tier	axe	!27					4	1	23	23									-5	25	0	124	0	70		80	25		6784		403	axe	!27	!27	!27	1hs	1hs	5	1hsl	1	3					flpaxe	invhaxu			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!28	Mammen Axe (Sacred)	sbax		axe	!28					1	1	34	47									-5	25	0	452	0	70		80	30		6784		403	axe	!28	!28	!28	1hs	1hs	5	1hsl	1	3					flpaxe	invhaxu			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
6@2	Maple Bow (Grade 1)	dbow	tier	lbb	6@2					10	1				1	11	16					10	30	0	84	0		1	11	3		450		402	sbw	6@2	6@2	6@2	bow	bow	6	bow	2	3					flplbb	inv8s8u			1	2	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
8@2	Maple Bow (Grade 2)	dbow	tier	lbb	8@2					10	1				1	25	34					10	30	0	126	0		1	40	13		1800		404	sbw	8@2	8@2	8@2	bow	bow	6	bow	2	3					flplbb	inv8s8u			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
1@3	Maple Bow (Grade 3)	dbow	tier	lbb	1@3					10	1				1	43	55					10	30	0	249	0		1	69	22		7200		405	sbw	1@3	1@3	1@3	bow	bow	6	bow	2	3					flplbb	inv8s8u			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
2@3	Maple Bow (Grade 4)	dbow	tier	lbb	2@3					10	1				1	51	66					10	30	0	492	0		1	84	26		14400		406	sbw	2@3	2@3	2@3	bow	bow	6	bow	2	3					flplbb	inv8s8u			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
3@3	Maple Bow (Sacred)	sdbw		lbb	3@3					1	1				1	74	79					10	30	0	600	0		1	84	30		14400		406	sbw	3@3	3@3	3@3	bow	bow	6	bow	2	3					flplbb	inv8s8u			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
!63	Marrow Staff (Grade 1)	nstf	tier	lst	!63					4	1				1	9	12				1	20	10	0	37	0	106		17	5		473		402	bst	!63	!63	!63	stf	stf	5	staf	2	4					flpwst	inv8wsu			1	2	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
!65	Marrow Staff (Grade 2)	nstf	tier	lst	!65					4	1				1	16	21				1	20	10	0	56	0	106		49	15		1892		404	bst	!65	!65	!65	stf	stf	5	staf	2	4					flpwst	inv8wsu			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
!67	Marrow Staff (Grade 3)	nstf	tier	lst	!67					4	1				1	25	32				1	20	10	0	112	0	106		81	25		7568		405	bst	!67	!67	!67	stf	stf	5	staf	2	4					flpwst	inv8wsu			1	5	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
!68	Marrow Staff (Grade 4)	nstf	tier	lst	!68					4	1				1	29	38				1	20	10	0	222	0	106		90	29		15136		406	bst	!68	!68	!68	stf	stf	5	staf	2	4					flpwst	inv8wsu			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
!69	Marrow Staff (Sacred)	snst		lst	!69					1	1				1	45	49				1	20	10	0	275	0	106		90	30		15136		406	bst	!69	!69	!69	stf	stf	5	staf	2	4					flpwst	inv8wsu			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
l35	Maul (Grade 1)	hamm	tier	mau	l35					20	1				1	14	18				1	24	30	0	93	0	114		11	3		342		402	mau	l35	l35	l35	stf	stf	5	2hsl	2	4					flpmau	invmau			1	2	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255	1	1	1	1	20					255					255					255					255					255	1	1	1	1	20					255					255					255					255			2	2	0	xxx	xxx	1	0
l41	Maul (Grade 2)	hamm	tier	mau	l41					20	1				1	26	34				1	24	30	0	137	0	114		40	12		1368		404	mau	l41	l41	l41	stf	stf	5	2hsl	2	4					flpmau	invmau			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
l47	Maul (Grade 3)	hamm	tier	mau	l47					20	1				1	40	52				1	24	30	0	270	0	114		69	22		5472		405	mau	l47	l47	l47	stf	stf	5	2hsl	2	4					flpmau	invmau			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
l50	Maul (Grade 4)	hamm	tier	mau	l50					20	1				1	47	61				1	24	30	0	532	0	114		84	26		10944		406	mau	l50	l50	l50	stf	stf	5	2hsl	2	4					flpmau	invmau			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
74@	Maul (Sacred)	qham	ct2w	mau	74@					2	1				1	74	82				1	24	30	0	630	0	114		84	30		10944		406	mau	74@	74@	74@	stf	stf	5	2hsl	2	4					flpmau	invmau			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
117	Military Pick (Grade 1)	axe	tier	axe	117					20	1	9	14								1		20	0	67	0	90		11	3		342		402	axe	117	117	117	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255		1		1	1					255					255					255					255					255					255		1		1	1		1		1	1		1		1	1					255					255					255					255			2	2	0	xxx	xxx	1	0
253	Military Pick (Grade 2)	axe	tier	axe	253					20	1	17	25								1		20	0	102	0	90		40	13		1368		404	axe	253	253	253	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
389	Military Pick (Grade 3)	axe	tier	axe	389					20	1	26	39								1		20	0	202	0	90		70	22		5472		405	axe	389	389	389	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
457	Military Pick (Grade 4)	axe	tier	axe	457					20	1	30	45								1		20	0	400	0	90		81	26		10944		406	axe	457	457	457	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
18@	Military Pick (Sacred)	qaxe		axe	18@					2	1	44	52								1		20	0	500	0	90		81	30		10944		406	axe	18@	18@	18@	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
127	Morning Star (Grade 1)	mace	tier	mac	127					20	1	8	13								1	5	20	0	48	0	90		11	3		342		401	mac	127	127	127	1hs	1hs	5	1hsl	1	3					flpmst	invmst			1	1	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255		1		1	1					255					255					255					255					255					255		1		1	1		1		1	1		1		1	1					255					255					255					255			1	2	0	xxx	xxx	1	0
263	Morning Star (Grade 2)	mace	tier	mac	263					20	1	14	23								1	5	20	0	78	0	90		40	12		1368		402	mac	263	263	263	1hs	1hs	5	1hsl	1	3					flpmst	invmst			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
399	Morning Star (Grade 3)	mace	tier	mac	399					20	1	23	36								1	5	20	0	158	0	90		69	22		5472		403	mac	399	399	399	1hs	1hs	5	1hsl	1	3					flpmst	invmst			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
467	Morning Star (Grade 4)	mace	tier	mac	467					20	1	28	42								1	5	20	0	315	0	90		84	26		10944		403	mac	467	467	467	1hs	1hs	5	1hsl	1	3					flpmst	invmst			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
28@	Morning Star (Sacred)	qmac		mac	28@					2	1	45	53								1	5	20	0	464	0	90		84	30		10944		403	mac	28@	28@	28@	1hs	1hs	5	1hsl	1	3					flpmst	invmst			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
!01	Naginata (Grade 1)	nagi	tier	hal	!01					4	1				1	19	20				4	10	0	30	0	58	100		9	3		288		402	hal	!01	!01	!01	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	2	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255	1	1		1	20					255					255					255					255					255	1	1	1	1	20					255					255					255					255			2	2	0	xxx	xxx	1	0
!03	Naginata (Grade 2)	nagi	tier	hal	!03					4	1				1	45	47				4	10	0	30	0	95	100		41	13		1152		404	hal	!03	!03	!03	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!05	Naginata (Grade 3)	nagi	tier	hal	!05					4	1				1	78	79				4	10	0	30	0	192	100		73	23		4608		405	hal	!05	!05	!05	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!06	Naginata (Grade 4)	nagi	tier	hal	!06					4	1				1	94	96				4	10	0	30	0	382	100		90	28		9216		406	hal	!06	!06	!06	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!07	Naginata (Sacred)	snag		hal	!07					1	1				1	101	120				4	10	0	30	0	558	100		90	30		9216		406	hal	!07	!07	!07	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
7@C	Needle Crossbow (Grade 1)	nxbw	tier	lxb	7@C					10	1				1	7	10				2	25	30	0	28	0		1	6	2		325		402	lxb	7@C	7@C	7@C	xbw	xbw	5	xbow	2	3					flplxb	invlxbu			1	2	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
