Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	* category	* comment	* Marco / loc	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	Level	Level(N)	Level(H)	*eol
crystal1	1582	crystal1	crystal2	0	CrystalWitch	crystal1	crystal1	succubus	Fetish	mon_slow	B#	Regulars		Levels	1													3	4		6	6	1	act1hire	act1hire	10	3	2	1	80	80	80	100	100	100	4	3	2	4	4	4	25	25	25																						1	1			1				1					1	1						1																											140	100	100	-20	-20	-20								100	15	15	15	5		100	35	35	35	20	0				50	50	50	0	80	100	90	110	100	120	200	100	120	200				80	100	90	110	125	150	200	125	150	200				190	200	90	110	150	180	200	150	180	200																																														Normal				Normal				Normal										9	48	120	0
crystal2	1583	crystal1		0	HighPriestess	crystal2	crystal1	succubus	Scarab	mon_elite	B#	Regulars		Levels	1													3	5	36	8	8	1	act1hire	act1hire	10	3	2	1	80	80	80	95	100	100	50	50	50	3	2	1	5	5	5	5	5	5																			1	1			1				1					1	1						1			MSpiral Dance	A2	3																						140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				50	50	50	0	240	260	140	260	130	180	310	130	180	310				332	359	140	260	211	292	310	211	292	310				424	458	140	260	292	405	310	292	405	310																																														Elite				Elite				Elite										31	68	120	0
Unused1584	1584	Unused1584																																																																																																																																																																																																																																																															0
magmademon1	1585	magmademon1	magmademon2	0	MagmaDemon	magmademon1	other	demon	DeathMauler	mon_firehit	(L	Regulars		Levels	1													2	3		8	8	1	claygolem	claygolem	10	3	2	1	80	80	80	100	100	100	70	75	80	15	15	15	100	100	100																						1				1				1		1			1	1						1			Mon Multi Rock	A2	1																						140	100	100	-20	-20	-20									100	15	15	5			100	35	35	20	0				50	50	50	0	120	140	105	105	100	130	200	100	130	200				120	140	105	105	100	130	200	100	130	200				210	220	105	105	100	130	200	100	130	200				A1	fire	100	20	40		100	40	60		100	60	80		A2	fire	100	20	40		100	40	60		100	60	80																Normal				Normal				Normal										25	61	120	0
magmademon2	1586	magmademon1	magmademon3	0	LavaLord	magmademon2	other	demon	DeathMauler	mon_firehit	(L	Regulars		Levels	1													2	3		8	8	1	claygolem	claygolem	10	3	2	1	80	80	80	100	100	100	70	75	80	15	15	15	100	100	100																						1				1				1		1			1	1						1			Mon Multi Rock	A2	2																						140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				50	50	50	0	120	140	105	105	100	130	200	100	130	200				120	140	105	105	100	130	200	100	130	200				210	220	105	105	100	130	200	100	130	200				A1	fire	100	20	40		100	40	60		100	60	80		A2	fire	100	20	40		100	40	60		100	60	80																Normal				Normal				Normal										35	70	120	0
magmademon3	1587	magmademon1	magmademonE	0	HellStone	magmademon3	other	demon	DeathMauler	mon_firehit	(L	Regulars		Levels	1													2	3		8	8	1	claygolem	claygolem	10	3	2	1	80	80	80	100	100	100	70	75	80	15	15	15	100	100	100																						1				1				1		1			1	1						1			Mon Multi Rock	A2	3																						140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				50	50	50	0	120	140	105	105	100	130	200	100	130	200				120	140	105	105	100	130	200	100	130	200				210	220	105	105	100	130	200	100	130	200				A1	fire	100	20	40		100	40	60		100	60	80		A2	fire	100	20	40		100	40	60		100	60	80																Normal				Normal				Normal										35	73	120	0
magmademonE	1588	magmademon1	hell_magmademon	0	BloodStoneE	magmademonE	other	demon	DeathMauler	mon_elite	(L	Regulars		"Levels, Missiles"	1													2	3	36	8	8	1	claygolem	claygolem	10	3	2	1	80	80	80	100	100	100	90	90	90	15	15	15	100	100	100																						1				1				1		1			1	1						1			Nerfed Firebolt Barrage	A2	1																						140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				50	50	50	0	240	300	140	240	200	230	320	200	230	320				332	415	140	240	325	365	320	325	365	320				424	530	140	240	450	500	320	450	500	320				A1	fire	100	60	80		100	80	100		100	100	120		A2	fire	100	60	80		100	80	100		100	100	120																Elite				Elite				Elite										52	89	120	0
fallenwolf1	1589	fallenwolf1	fallenwolfE	0	FallenWolfRider	fallenwolf1	other	fallen	Scarab	mon_flurry	0(	Regulars		Levels	1													2	3		8	8	1	imp	imp	10	3	2	1	80	80	80	95	100	100	50	50	50	3	2	1	15	15	15	15	15	15																			1	1			1				1		1			1	1						1			MFlurry of Javelins	A2	3																						140	100	100	-20	-20	-20					100				15	15	100	5			35	35	100	20	0				50	50	50	0	110	130	110	110	110	130	200	110	130	200				110	130	110	110	110	130	200	110	130	200				205	215	110	110	110	130	200	110	130	200																																														Normal				Normal				Normal										28	65	120	0
fallenwolfE	1590	fallenwolf1		0	DestroyerWolfRider	fallenwolfE	other	fallen	Scarab	mon_elite	0(	Regulars		"Levels, Missiles"	1													3	5	36	8	8	1	imp	imp	10	3	2	1	80	80	80	95	100	100	50	50	50	3	2	1	25	25	25	25	25	25																			1	1			1				1		1			1	1						1			Untimered Fortress	A2	3																						140	100	100	-20	-20	-20				100					15	100	15	5			35	100	35	20	0				50	50	50	0	210	290	150	260	220	250	340	220	250	310				290	401	150	260	357	375	340	357	375	310				371	512	150	260	495	500	340	495	500	310																																														Elite				Elite				Elite										47	78	120	0
firewizard1	1591	firewizard1	firewizard2	0	Condemned	firewizard1	firewizard1	human	Vampire		@6	Regulars		Levels	1	1												2	3		8	8	1	firegolem	firegolem	10	3	2	1	80	80	80	0	0	0	100	100	100	65	70	75	50	60	70	3	3	3																			1				1						1			1	1									Mon Apocalypse	A1	1	MPyroblast	A2	1				Mon Apocalypse	A1	1													140	100	100	-20	-20	-20									100	15	15	5			100	35	35	20	0				29	29	29	0	90	110	70	105	80	100	100	80	100	100				90	110	70	105	80	100	100	80	100	100				195	205	70	105	80	100	100	80	100	100																																														Normal				Normal				Normal										27	65	120	0
firewizard2	1592	firewizard1	firewizardE	0	Sinner	firewizard2	firewizard1	human	Vampire		@6	Regulars		Levels	1	1												2	3		8	8	1	firegolem	firegolem	10	3	2	1	80	80	80	0	0	0	100	100	100	65	70	75	50	60	70	3	3	3																			1				1						1			1	1									Mon Apocalypse	A1	2	MPyroblast	A2	2				Mon Apocalypse	A1	2													140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				29	29	29	0	90	110	70	105	80	100	100	80	100	100				90	110	70	105	80	100	100	80	100	100				195	205	70	105	80	100	100	80	100	100																																														Normal				Normal				Normal										32	69	120	0
firewizardE	1593	firewizard1	hell_firewizard	0	CenobiteZ	firewizardE	firewizardE	human	Vampire	mon_elite	@6	Regulars		"Levels, Missiles"	1	1												3	5	36	8	8	1	firegolem	firegolem	10	3	2	1	80	80	80	0	0	0	100	100	100	75	75	75	70	70	70	3	3	3																			1				1						1			1	1									Mon Apocalypse	A1	7	Nerfed Magic Missiles	A2	3				Mon Apocalypse	A1	7													140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				29	29	29	0	210	230	160	300	160	200	100	160	200	100				290	317	160	300	260	325	100	260	325	100				371	405	160	300	360	450	100	360	450	100																																														Elite				Elite				Elite										42	77	120	0
bugbear1	1594	bugbear1	bugbearE	0	CrusherZB	bugbear1	other	brute	Brute	mon_smasher	@F	Regulars		Levels	1													1	2		8	8	1	overseer	overseer	10	3	2	1	80	80	80				2	2	2	95	100	100	50	50	50																						1	1			1				1		1			1	1						1																											140	100	100	-20	-20	-20									15	15	15	100			35	35	35	100	0				50	50	50	0	120	150	120	120	120	150	200	120	150	200				120	150	120	120	120	150	200	120	150	200				210	225	120	120	120	150	200	120	150	200																																														Normal				Normal				Normal										21	55	120	0
bugbearE	1595	bugbear1		0	GrizzlyGiant	bugbearE	other	brute	Brute	mon_elite	@F	Regulars		"Levels, Missiles"	1													2	4	36	8	8	1	overseer	overseer	10	3	2	1	80	80	80				2	2	2	100	100	100	50	50	50																						1	1			1				1		1			1	1						1																											140	100	100	-20	-20	-20						100			15	15	15	100			35	35	35	100	0				50	50	50	0	280	400	180	250	260	310	310	260	310	310				387	553	180	250	380	405	310	380	405	310				494	707	180	250	500	500	310	500	500	310																																														Elite				Elite				Elite										36	76	120	0
belial	1596	belial		0	BelialHeroicBoss	belial	belial	demon	Summoner		$B	Uberquests	Belial	Map	1							attackrat		1		30	30	1	1	25	8	8	1	doomknight	doomknight	14	3	2	1	80	80	80	40	40	40	35	35	35	50	50	50	20	20	20	20	20	20				9	9	9	30	30	30										1				1				1		1	1	1	1										Belial Crucify	A1	5	Belial Punisher Barrage	A1	40	Belial Crucify	A1	5	Offensive Blink	A1	40	Belial Killer	A1	1										140	100	100	-20	-20	-20	30	30	60	60	60	60	30	30	60	60	60	60	30	30	60	60	60	60	0				18	18	18	0	1800	1800	250	2500	220	340	400	220	340	400	220	340	400	1900	1900	250	2500	360	420	400	360	420	400	380	480	600	6000	6000	250	2500	500	500	400	500	500	400	540	620	800																																											Baal				Baal (N)				Belial Reward										80	115	120	0
hell_magmademon	1597	magmademon1		0	PitStone	magmademonE	other	demon	DeathMauler		(L	Uberquests	Heroics	Levels	1													2	3		8	8	1	claygolem	claygolem	10	3	2	1	80	80	80	100	100	100	90	90	90	15	15	15	100	100	100																						1				1				1		1			1	1						1			Nerfed Firebolt Barrage	A2	14																						140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				50	50	50	0	240	300	140	240	200	230	320	200	230	320				240	300	140	240	200	230	320	200	230	320				270	300	140	240	200	230	320	200	230	320				A1	fire	100	60	80		100	80	100		100	100	120		A2	fire	100	60	80		100	80	100		100	100	120																Heroic				Heroic (N)				Heroic (H)										50	115	120	0
hell_firewizard	1598	firewizard1		0	WickedSE	firewizardE	firewizard1	human	Vampire		@6	Uberquests	Heroics	Levels	1	1												2	3		8	8	1	firegolem	firegolem	10	3	2	1	80	80	80	0	0	0	100	100	100	75	75	75	70	70	70	3	3	3																			1				1						1			1	1									Mon Apocalypse	A1	19	MPyroblast	A2	18				Mon Apocalypse	A1	10													140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				29	29	29	0	210	230	160	300	160	200	100	160	200	100				210	230	160	300	160	200	100	160	200	100				255	265	160	300	160	200	100	160	200	100																																														Heroic				Heroic (N)				Heroic (H)										50	115	120	0
hell_gargoylebeast	1599	gargoylebeast1		0	RockMaulDemon	gargoylebeast2	other	demon	Mosquito		!A	Uberquests	Heroics	Levels	1													4	5		9	9	1	scarab	scarab	10	3	2	1	80	80	80							100	100	100	15	15	15																						1	1			1				1					1	1									Shower of Rocks	A1	36																						140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				15	15	15	0	270	370	106	260	174	200	320	174	200	320				270	370	106	260	174	200	320	174	200	320				285	370	106	260	174	200	320	174	200	320				A1	fire	100	20	70		100	30	90		100	40	110		A2	fire	100	20	70		100	30	90		100	40	110																Heroic				Heroic (N)				Heroic (H)										50	115	120	0
hell_runepriest	1600	runepriest1		0	Asathorr	runepriest1	other	priests	AbyssKnight		9(	Uberquests	Heroics	Levels	1	1												3	5		5	5	1	unraveler	unraveler	10	3	2	1	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				50	50	50	99	99	99													1				1				1					1	1									Punisher	A2	12	Punisher	A2	12																			140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				50	50	50	0	220	240	110	190	70	110	160	70	110	160				220	240	110	190	70	110	160	70	110	160				260	270	110	190	70	110	160	70	110	160																																														Heroic				Heroic (N)				Heroic (H)										50	115	120	0
hell_dragonknight	1601	dragonknight1		0	SacredFireKnight	dragonknight2	other	demon	AbyssKnight		(1	Uberquests	Heroics	Levels	1	1												4	5		13	13	1	act1hire	act1hire	11	3	2	1	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				50	50	50	99	99	99													1				1	1			1		1			1	1									MPounce	A1	7	Dark Power	A2	19																			140	100	100	-20	-20	-20					100				15	15	100	5			35	35	100	20	0				19	19	19	0	300	310	170	300	50	66	270	80	86	270				300	310	170	300	50	66	270	80	86	270				300	310	170	300	50	66	270	80	86	270				A1	cold	100	20	70	100	100	30	90	150	100	40	110	200	A2	cold	100	20	70	100	100	30	90	150	100	40	110	200															Heroic				Heroic (N)				Heroic (H)										50	115	120	0
sinners	1602	sinners		0	SinnerSUM	firewizard2	summon_firewizard	human	Vampire		@6	Skills			1	1												1	1		8	8	1	firegolem	firegolem	6	3	2	1	80	80	80	0	0	0	100	100	100	65	70	75	50	60	70	3	3	3																		1	1										1			1	1			1						Apocalypse	A1	2	Pyroblast	A2	2				Apocalypse	A1	2													140	100	100	-20	-20	-20			100					-50	100	-50	-50	-50		-100	100	-100	-100	-100	0		1		29	29	29	0	1	1	50		1	2	100							1	1	50		1	2	100							1	1	50		1	2	100																																																																			1	1	1	0
avalanches	1603	avalanches		0	AvalancheSUM	empty_icedemon3	summon_generic	frozenhorror	FingerMage		f0	Skills			1													1	1		13	13	1	frozenhorror	frozenhorror	6	3	2	1	80	80	80	90	90	90	95	95	95	75	75	75	10	10	10	10	10	10	1	1	1	60	60	60	5	5	5									1	1								1					1	1			1			1			Ice Bolt Nova	A1	2																						140	100	100	-20	-20	-20					100			-50	-50	-50	100	-50		-100	-100	-100	100	-100	0		1		48	48	48	0	1	1	50		1	2	100							1	1	50		1	2	100							1	1	50		1	2	100																																																																			1	1	1	0
glowingfs	1604	glowingfs		0	GFSUM	fungus1	summon_generic	demon	Mosquito		2(	Skills			1													1	1		5	5	1	doomknight	doomknight	6	3	2	1	80	80	80							90	90	90	25	25	25																					1	1								1		1			1	1			1						PTotemic Omni Lightning	A2	1																						140	100	100	-20	-20	-20				100				-50	-50	100	-50	-50		-100	-100	100	-100	-100	0		1		19	19	19	0	1	1	50		1	2	100							1	1	50		1	2	100							1	1	50		1	2	100																																																																			1	1	1	0
attackrat	1605	attackrat		0	Ratfink	attackrat	other		Brute		~M	Uberquests	Belial	Minion	1													3	5		9	9	1	rat	rat	2	3	2	1	80	80	80				2	2	2	95	100	100	50	50	50																						1	1			1																1																											140	100	100	-20	-20	-20	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0				50	50	50	0	500	500	150		320	350	350	320	350	350				500	500	150		370	400	350	370	400	350				500	500	150		420	450	350	420	450	350																																																																75	100	120	0
henchman	1606	henchman		2	HenchmanElite	henchman	other	demon	FetishBlowgun	mon_belialpet	%4	Uberquests	Belial	"Levels, Missiles"	1	1												5	7		8	8	1	quillrat	quillrat	10	3	2	1	20	20	20	99	99	99																						henchmanbolt									1				1									1	1																																	140	100	100	-20	-20	-20									15	15	15	5			35	35	35	20	0				3	3	3	0	260	380	100		220	250	340	310	340	340				410	530	100		370	400	340	415	445	340				560	680	100		520	550	340	520	550	340																																																																75	100	120	0
robedagger	1607	robedagger	zombierags	0	LostSoulAx	robedagger	robedagger	human	Brute		#W	Uberquests	Duncraig	"Levels, Superuniques"	1													6	8		12	12	1	zombie	zombie	2	3	2	1	80	80	80				2	2	2	95	100	100	50	50	50																						1	1			1		1	1						1	1						1																											140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				50	50	50	0	650	650	220	520	420	490	900	420	490	900				950	950	220	520	495	645	900	495	645	900				950	950	220	800	570	800	900	570	800	900				A1	fire	100	50	150		100	150	250		100	250	350		A2	fire	100	50	150		100	150	250		100	250	350																Duncraig				Duncraig (N)				Duncraig (H)										95	115	120	0
zombierags	1608	robedagger	greenzombie	0	LostSoulAx	zombierags	zombierags	human	Brute		#Y	Uberquests	Duncraig	"Levels, Superuniques"	1													6	8		12	12	1	councilmember	councilmember	2	3	2	1	80	80	80				2	2	2	95	100	100	50	50	50																						1	1			1		1	1						1	1						1																											140	100	100	-20	-20	-20				100					15	100	15	5			35	100	35	20	0				50	50	50	0	650	650	220	520	420	490	900	420	490	900				950	950	220	520	495	645	900	495	645	900				950	950	220	800	570	800	900	570	800	900				A1	ltng	100	50	150		100	150	250		100	250	350		A2	ltng	100	50	150		100	150	250		100	250	350																Duncraig				Duncraig (N)				Duncraig (H)										95	115	120	0
greenzombie	1609	robedagger	cloakdagger	0	LostSoulAx	greenzombie	transparent	human	AbyssKnight		@C	Uberquests	Duncraig	"Levels, Superuniques"	1	1												2	2		12	12	1	imp	imp	2	3	2	1	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				50	50	50	99	99	99													1				1		1	1						1	1						1			Mon Dynamite	A2	1	Mon Dynamite	A2	1																			140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				50	50	50	0	650	650	220	520	420	490	900	420	490	900				950	950	220	520	495	645	900	495	645	900				950	950	220	800	570	800	900	570	800	900																																														Duncraig				Duncraig (N)				Duncraig (H)										95	115	120	0
cloakdagger	1610	robedagger	orkshaman	0	LostSoulAx	cloakdagger	cloakdagger	human	Brute		C@	Uberquests	Duncraig	"Levels, Superuniques"	1													6	8		12	12	1	doomknight	doomknight	2	3	2	1	80	80	80				2	2	2	95	100	100	50	50	50																						1	1			1		1	1						1	1						1																											140	100	100	-20	-20	-20					100				15	15	100	5			35	35	100	20	0				50	50	50	0	650	650	220	520	420	490	900	420	490	900				950	950	220	520	495	645	900	495	645	900				950	950	220	800	570	800	900	570	800	900				A1	cold	100	50	150	100	100	150	250	150	100	250	350	200	A2	cold	100	50	150	100	100	150	250	150	100	250	350	200															Duncraig				Duncraig (N)				Duncraig (H)										95	115	120	0
orkshaman	1611	robedagger		0	LostSoulAx	orkshaman	orkshaman	human	AbyssKnight		@3	Uberquests	Duncraig	"Levels, Superuniques"	1	1												2	2		12	12	1	unraveler	unraveler	2	3	2	1	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				50	50	50	99	99	99													1				1		1	1	1					1	1									Mon Super DC	SC	40	Mon Super DC	SC	40																			140	100	100	-20	-20	-20						100			15	15	15	100			35	35	35	100	0				50	50	50	0	650	650	220	520	420	490	900	420	490	900				950	950	220	520	495	645	900	495	645	900				950	950	220	800	570	800	900	570	800	900																																														Duncraig				Duncraig (N)				Duncraig (H)										95	115	120	0
assur	1612	assur		0	AssurBase	assur	quest_assur	demon	Summoner		@5	Uberquests	Duncraig	Map	1							orkshaman		1		10	10	1	1		9	9	1	doomknight	doomknight	14	3	2	1	80	80	80	100	100	100	35	35	35	95	95	95	20	20	20	50	50	50				6	6	6	30	30	30										1				1				1		1	1	1	1										MFlamefront	A2	50	MCataclysm	A1	50	MFlamefront	A2	50	MPounce	A1	10	MFlamestrike	A1	50										84	60	60	-20	-20	-20	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	0				18	18	18	0	16	16	600	10000	100	200	700	100	200	700				16	16	600	10000	100	200	700	100	200	700				32	32	600	25000	100	200	700	100	200	700																																														Baal				Baal (N)				You Won Reward										95	115	120	0
l_statue	1613	l_statue		0	ZakarumFigure	sentineltrap	other	construct	Trap-Poison		k9	Uberquests	Brother Laz	Minion	1													1	1		0	0	0	gargoyletrap	gargoyletrap	6	3	2	1				50	50	50	1	1	1	500	500	500																									1													1		1		1	1					Genesis Portal	A1	1																						0			-20	-20	-20																			0		1					0	1	1												1	1												1	1																																																																								1	1	1	0
evil1spw	1614	evil1spw		2	HenchmanElite	henchman	other	demon	FetishBlowgun		%4	Missiles	?	Missiles	1	1												5	7		8	8	1	quillrat	quillrat	10	3	2	1	20	20	20	99	99	99																						henchmanbolt									1				1						1			1				1																														140	100	100	-20	-20	-20																			0				3	3	3	0	800	1100	100		220	250	240	220	250	240				800	1100	100		220	250	240	220	250	240				800	1100	100		220	250	240	220	250	240																																																																75	100	120	0
evil2spw	1615	evil2spw		0	HiddenMinion	hiddenminion	hiddenminion	golem	FetishBlowgun		G2	Missiles	?	Missiles	1	1												1	1		11	11	1	bloodgolem	bloodgolem	11	3	2	1	80	80	80	20	20	20	70	70	70																			gorespit									1				1						1			1				1						BloodGolem	NU	0																						140	100	100	-20	-20	-20																			0				31	31	31	0	620	1140	310		305	340	345	305	340	345				620	1140	310		305	340	345	305	340	345				620	1140	310		305	340	345	305	340	345																																																																75	100	120	0
