code	name	type	type2	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable																																																			
w55	Jawbone Cap (Grade 3)	phlm	tier	100		4	1	112	142			55	0		34		33	10	2607		w55		402	ba1	dr1	w55	w55	w55			2	2	1	2	1	flpba1	invba1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
w75	Jawbone Cap (Grade 4)	phlm	tier	100		4	1	173	213			79	0		34		49	14	7103		w75		403	ba1	dr1	w75	w75	w75			2	2	1	3	1	flpba1	invba1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
w95	Jawbone Cap (Grade 5)	phlm	tier	100		4	1	251	307			116	0		34		62	18	14474		w95		403	ba1	dr1	w95	w95	w95			2	2	1	3	1	flpba1	invba1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
e25	Jawbone Cap (Grade 6)	phlm	tier	100		4	1	346	421			168	0		34		75	23	28854		e25		404	ba1	dr1	e25	e25	e25			2	2	1	4	1	flpba1	invba1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
@52	Jawbone Cap (Sacred)	qphm		100		1	1	1045	1083			442	0		34		75	30	28854		@52		404	ba1	dr1	@52	@52	@52			2	2	1	4	1	flpba1	invba1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
6@H	Kazarghand (Grade 1)	stor	tier			10	1	140	286			0	55		74		9	3	431		6@H		401	brs	brs	6@H	6@H	6@H		1	2	3	1	2	1	flpbrs	invxaru						1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
7@H	Kazarghand (Grade 2)	stor	tier			10	1	240	456			0	80		74		24	7	3040		7@H		403	brs	brs	7@H	7@H	7@H		1	2	3	1	3	1	flpbrs	invxaru						1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
8@H	Kazarghand (Grade 3)	stor	tier			10	1	370	682			0	116		74		39	12	10760		8@H		404	brs	brs	8@H	8@H	8@H		1	2	3	1	4	1	flpbrs	invxaru						1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
9@H	Kazarghand (Grade 4)	stor	tier			10	1	540	977			0	168		74		53	16	26815		9@H		404	brs	brs	9@H	9@H	9@H		1	2	3	1	4	1	flpbrs	invxaru						1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
1@I	Kazarghand (Grade 5)	stor	tier			10	1	753	1356			0	243		74		68	20	59065		1@I		405	brs	brs	1@I	1@I	1@I		1	2	3	1	5	1	flpbrs	invxaru						1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
2@I	Kazarghand (Grade 6)	stor	tier			10	1	1027	1837			0	353		74		84	25	119073		2@I		406	brs	brs	2@I	2@I	2@I		1	2	3	1	6	1	flpbrs	invxaru						1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
3@I	Kazarghand (Sacred)	sstr				1	1	2772	3178			0	550		74		84	30	119073		3@I		406	brs	brs	3@I	3@I	3@I		1	2	3	1	6	1	flpbrs	invxaru						1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
624	Kite Shield (Grade 1)	shie	tier			20	1	117	226		5	30	59	0	62		9	2	343		624		401	kit	buc	624	624	624		7	2	3	1	1	2	flpkit	invkit														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255		1		1	1					255					255					255					255			2	8		xxx	xxx			1																																																			
670	Kite Shield (Grade 2)	shie	tier			20	1	195	360		5	44	86	0	62		24	7	2241		670		402	kit	buc	670	670	670		7	2	3	1	2	2	flpkit	invkit														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
716	Kite Shield (Grade 3)	shie	tier			20	1	304	538		5	63	124	0	62		38	11	7261		716		403	kit	buc	716	716	716		7	2	3	1	3	2	flpkit	invkit														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
762	Kite Shield (Grade 4)	shie	tier			20	1	449	776		5	91	180	0	62		53	16	18755		762		403	kit	buc	762	762	762		7	2	3	1	3	2	flpkit	invkit														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
808	Kite Shield (Grade 5)	shie	tier			20	1	628	1078		5	133	261	0	62		67	20	39625		808		404	kit	buc	808	808	808		7	2	3	1	4	2	flpkit	invkit														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
854	Kite Shield (Grade 6)	shie	tier			20	1	855	1462		5	192	378	0	62		82	24	77766		854		404	kit	buc	854	854	854		7	2	3	1	4	2	flpkit	invkit														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@25	Kite Shield (Sacred)	qshi				2	1	1822	2126		5	497	559	0	62		82	30	77766		@25		404	kit	buc	@25	@25	@25		7	2	3	1	4	2	flpkit	invkit														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
8@G	Lamellar Armor (Grade 1)	stor	tier			10	1	75	155			0	31		50		7	2	227		8@G		401	stu	stu	8@G	8@G	8@G		1	2	3	1	2	1	flpstu	invxrss					1	1								item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
9@G	Lamellar Armor (Grade 2)	stor	tier			10	1	138	251			0	45		50		21	6	1567		9@G		403	stu	stu	9@G	9@G	9@G		1	2	3	1	3	1	flpstu	invxrss					1	1								item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
1@H	Lamellar Armor (Grade 3)	stor	tier			10	1	223	391			0	65		50		36	11	5967		1@H		404	stu	stu	1@H	1@H	1@H		1	2	3	1	4	1	flpstu	invxrss					1	1								item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
2@H	Lamellar Armor (Grade 4)	stor	tier			10	1	332	569			0	95		50		50	15	15230		2@H		404	stu	stu	2@H	2@H	2@H		1	2	3	1	4	1	flpstu	invxrss					1	1								item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
3@H	Lamellar Armor (Grade 5)	stor	tier			10	1	473	795			0	137		50		65	19	33901		3@H		405	stu	stu	3@H	3@H	3@H		1	2	3	1	5	1	flpstu	invxrss					1	1								item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
4@H	Lamellar Armor (Grade 6)	stor	tier			10	1	646	1080			0	199		50		79	24	65228		4@H		406	stu	stu	4@H	4@H	4@H		1	2	3	1	6	1	flpstu	invxrss					1	1								item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
5@H	Lamellar Armor (Sacred)	sstr				1	1	2582	2800			0	499		50		79	30	65228		5@H		406	stu	stu	5@H	5@H	5@H		1	2	3	1	6	1	flpstu	invxrss					1	1								item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
623	Large Shield (Grade 1)	shie	tier			20	1	85	162			22	45	0	52		6	2	186		623		401	lrg	buc	623	623	623		7	2	3	1	1	2	flplrg	invlrg														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255		1		1	1					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
669	Large Shield (Grade 2)	shie	tier			20	1	152	264			32	65	0	52		21	6	1419		669		402	lrg	buc	669	669	669		7	2	3	1	2	2	flplrg	invlrg														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
715	Large Shield (Grade 3)	shie	tier			20	1	240	405			46	95	0	52		36	10	5249		715		403	lrg	buc	715	715	715		7	2	3	1	3	2	flplrg	invlrg														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
761	Large Shield (Grade 4)	shie	tier			20	1	354	586			67	137	0	52		50	15	13260		761		403	lrg	buc	761	761	761		7	2	3	1	3	2	flplrg	invlrg														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
807	Large Shield (Grade 5)	shie	tier			20	1	501	817			97	199	0	52		65	19	29327		807		404	lrg	buc	807	807	807		7	2	3	1	4	2	flplrg	invlrg														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
853	Large Shield (Grade 6)	shie	tier			20	1	684	1113			141	288	0	52		80	24	57921		853		404	lrg	buc	853	853	853		7	2	3	1	4	2	flplrg	invlrg														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
