Treasure Class	* Laz / contains	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	* Laz / pct	Item2	Prob2	* Laz / pct	Item3	Prob3	* Laz / pct	Item4	Prob4	* Laz / pct	Item5	Prob5	* Laz / pct	Item6	Prob6	* Laz / pct	Item7	Prob7	* Laz / pct	Item8	Prob8	* Laz / pct	Item9	Prob9	* Laz / pct	Item10	Prob10	* Laz / pct	SumItems	TotalProb	DropChance	Term
Act 2 (N) Everything Bias A		22	42	1	64	64	64		30	NDTC	45		Act 2 (N) Junk	1		Act 2 (N) Equip A	20		Act 2 (N) Good	4																							0
Act 2 (N) Everything Bias B		22	44	1	64	64	64		30	NDTC	45		Act 2 (N) Junk	1		Act 2 (N) Equip B	20		Act 2 (N) Good	4																							0
Act 2 (N) Everything Bias C		22	45	1	64	64	64		30	NDTC	45		Act 2 (N) Junk	1		Act 2 (N) Equip B	20		Act 2 (N) Good	4																							0
Act 3 (N) Everything Bias A		22	46	1	64	64	64		30	NDTC	45		Act 3 (N) Junk	1		Act 3 (N) Equip A	20		Act 3 (N) Good	4																							0
Act 3 (N) Everything Bias B		22	48	1	64	64	64		30	NDTC	45		Act 3 (N) Junk	1		Act 3 (N) Equip B	20		Act 3 (N) Good	4																							0
Act 3 (N) Everything Bias C		22	50	1	64	64	64		30	NDTC	45		Act 3 (N) Junk	1		Act 3 (N) Equip B	20		Act 3 (N) Good	4																							0
Act 4 (N) Everything Bias A		22	51	1	64	64	64		30	NDTC	45		Act 4 (N) Junk	1		Act 4 (N) Equip A	20		Act 4 (N) Good	4																							0
Act 4 (N) Everything Bias B		22	54	1	64	64	64		30	NDTC	45		Act 4 (N) Junk	1		Act 4 (N) Equip B	20		Act 4 (N) Good	4																							0
Act 5 (N) Everything Bias A		22	57	1	64	64	64		30	NDTC	45		Act 5 (N) Junk	1		Act 5 (N) Equip A	20		Act 5 (N) Good	4																							0
Act 5 (N) Everything Bias B		22	60	1	64	64	64		30	NDTC	45		Act 5 (N) Junk	1		Act 5 (N) Equip B	20		Act 5 (N) Good	4																							0
Act 5 (N) Everything Bias C		22	62	1	64	64	64		30	NDTC	45		Act 5 (N) Junk	1		Act 5 (N) Equip C	20		Act 5 (N) Good	4																							0
Act 1 (H) Everything Bias A		22	63	1	64	64	64		30	NDTC	45		Act 1 (H) Junk	1		Act 1 (H) Equip A	20		Act 1 (H) Good	4																							0
Act 1 (H) Everything Bias B		22	66	1	64	64	64		30	NDTC	45		Act 1 (H) Junk	1		Act 1 (H) Equip B	20		Act 1 (H) Good	4																							0
Act 1 (H) Everything Bias C		22	68	1	64	64	64		30	NDTC	45		Act 1 (H) Junk	1		Act 1 (H) Equip B	20		Act 1 (H) Good	4																							0
Act 2 (H) Everything Bias A		22	69	1	64	64	64		30	NDTC	45		Act 1 (H) Junk	1		Act 2 (H) Equip A	20		Act 2 (H) Good	4																							0
Act 2 (H) Everything Bias B		22	71	1	64	64	64		30	NDTC	45		Act 1 (H) Junk	1		Act 2 (H) Equip B	20		Act 2 (H) Good	4																							0
Act 2 (H) Everything Bias C		22	72	1	64	64	64		30	NDTC	45		Act 1 (H) Junk	1		Act 2 (H) Equip B	20		Act 2 (H) Good	4																							0
Act 3 (H) Everything Bias A		22	74	1	64	64	64		30	NDTC	45		Act 1 (H) Junk	1		Act 3 (H) Equip A	20		Act 3 (H) Good	4																							0
Act 3 (H) Everything Bias B		22	75	1	64	64	64		30	NDTC	45		Act 1 (H) Junk	1		Act 3 (H) Equip B	20		Act 3 (H) Good	4																							0
Act 3 (H) Everything Bias C		22	77	1	64	64	64		30	NDTC	45		Act 1 (H) Junk	1		Act 3 (H) Equip B	20		Act 3 (H) Good	4																							0
Act 4 (H) Everything Bias A		22	78	1	64	64	64		30	NDTC	45		Act 1 (H) Junk	1		Act 4 (H) Equip A	20		Act 4 (H) Good	4																							0
Act 4 (H) Everything Bias B		22	80	1	64	64	64		30	NDTC	45		Act 1 (H) Junk	1		Act 4 (H) Equip B	20		Act 4 (H) Good	4																							0
Act 5 (H) Everything Bias A		22	81	1	64	64	64		30	NDTC	45		Act 1 (H) Junk	1		Act 5 (H) Equip A	20		Act 5 (H) Good	4																							0
Act 5 (H) Everything Bias B		22	83	1	64	64	64		30	NDTC	45		Act 1 (H) Junk	1		Act 5 (H) Equip B	20		Act 5 (H) Good	4																							0
Act 5 (H) Everything Bias C		22	85	1	64	64	64		30	NDTC	45		Act 1 (H) Junk	1		Act 5 (H) Equip C	20		Act 5 (H) Good	4																							0
Dark Reward Charm				1	1024		1024	1024		BossKillerRing	1																																0
Act 1 Sacred Bias A		25	0	1	384			1024	250	NDTC	300		Act 1 Junk	10		Act 1 Sacred Equip A	200		Act 1 Good	10		Dark Reward Charm	1																				0
Act 1 Sacred Bias B		25	5	1	384			1024	250	NDTC	300		Act 1 Junk	10		Act 1 Sacred Equip B	200		Act 1 Good B	10		Dark Reward Charm	1																				0
Act 1 Sacred Bias C		25	9	1	384			1024	250	NDTC	300		Act 1 Junk	10		Act 1 Sacred Equip C	200		Act 1 Good C	10		Dark Reward Charm	1																				0
Act 2 Sacred Bias A		25	12	1	384			1024	250	NDTC	300		Act 2 Junk	10		Act 2 Sacred Equip A	200		Act 2 Good	10		Dark Reward Charm	1																				0
Act 2 Sacred Bias B		25	15	1	384			1024	250	NDTC	300		Act 2 Junk	10		Act 2 Sacred Equip B	200		Act 2 Good	10		Dark Reward Charm	1																				0
Act 2 Sacred Bias C		25	18	1	384			1024	250	NDTC	300		Act 2 Junk	10		Act 2 Sacred Equip C	200		Act 3 Good	10		Dark Reward Charm	1																				0
Act 3 Sacred Bias A		25	20	1	384			1024	250	NDTC	300		Act 3 Junk	10		Act 3 Sacred Equip A	200		Act 3 Good	10		Dark Reward Charm	1																				0
Act 3 Sacred Bias B		25	22	1	384			1024	250	NDTC	300		Act 3 Junk	10		Act 3 Sacred Equip B	200		Act 3 Good	10		Dark Reward Charm	1																				0
Act 3 Sacred Bias C		25	24	1	384			1024	250	NDTC	300		Act 3 Junk	10		Act 3 Sacred Equip C	200		Act 3 Good	10		Dark Reward Charm	1																				0
Act 4 Sacred Bias A		25	26	1	384			1024	250	NDTC	300		Act 4 Junk	10		Act 4 Sacred Equip A	200		Act 4 Good	10		Dark Reward Charm	1																				0
Act 4 Sacred Bias B		25	29	1	384			1024	250	NDTC	300		Act 4 Junk	10		Act 4 Sacred Equip B	200		Act 4 Good	10		Dark Reward Charm	1																				0
Act 5 Sacred Bias A		25	32	1	384			1024	250	NDTC	300		Act 5 Junk	10		Act 5 Sacred Equip A	200		Act 5 Good	10		Dark Reward Charm	1																				0
Act 5 Sacred Bias B		25	34	1	384			1024	250	NDTC	300		Act 5 Junk	10		Act 5 Sacred Equip B	200		Act 5 Good	10		Dark Reward Charm	1																				0
Act 5 Sacred Bias C		25	36	1	384			1024	250	NDTC	300		Act 5 Junk	10		Act 5 Sacred Equip C	200		Act 5 Good	10		Dark Reward Charm	1																				0
Act 1 (N) Sacred Bias A		25	38	1	384			1024	250	NDTC	300		Act 1 (N) Junk	10		Act 1 (N) Sacred Equip A	200		Act 1 (N) Good	10		Dark Reward Charm	1																				0
Act 1 (N) Sacred Bias B		25	40	1	384			1024	250	NDTC	300		Act 1 (N) Junk	10		Act 1 (N) Sacred Equip B	200		Act 1 (N) Good	10		Dark Reward Charm	1																				0
Act 1 (N) Sacred Bias C		25	41	1	384			1024	250	NDTC	300		Act 1 (N) Junk	10		Act 1 (N) Sacred Equip C	200		Act 1 (N) Good	10		Dark Reward Charm	1																				0
Act 2 (N) Sacred Bias A		25	42	1	384			1024	250	NDTC	300		Act 2 (N) Junk	10		Act 2 (N) Sacred Equip A	200		Act 2 (N) Good	10		Dark Reward Charm	1																				0
Act 2 (N) Sacred Bias B		25	44	1	384			1024	250	NDTC	300		Act 2 (N) Junk	10		Act 2 (N) Sacred Equip B	200		Act 2 (N) Good	10		Dark Reward Charm	1																				0
Act 2 (N) Sacred Bias C		25	45	1	384			1024	250	NDTC	300		Act 2 (N) Junk	10		Act 2 (N) Sacred Equip C	200		Act 2 (N) Good	10		Dark Reward Charm	1																				0
Act 3 (N) Sacred Bias A		25	46	1	384			1024	250	NDTC	300		Act 3 (N) Junk	10		Act 3 (N) Sacred Equip A	200		Act 3 (N) Good	10		Dark Reward Charm	1																				0
Act 3 (N) Sacred Bias B		25	48	1	384			1024	250	NDTC	300		Act 3 (N) Junk	10		Act 3 (N) Sacred Equip B	200		Act 3 (N) Good	10		Dark Reward Charm	1																				0
Act 3 (N) Sacred Bias C		25	50	1	384			1024	250	NDTC	300		Act 3 (N) Junk	10		Act 3 (N) Sacred Equip C	200		Act 3 (N) Good	10		Dark Reward Charm	1																				0
Act 4 (N) Sacred Bias A		25	51	1	384			1024	250	NDTC	300		Act 4 (N) Junk	10		Act 4 (N) Sacred Equip A	200		Act 4 (N) Good	10		Dark Reward Charm	1																				0
Act 4 (N) Sacred Bias B		25	54	1	384			1024	250	NDTC	300		Act 4 (N) Junk	10		Act 4 (N) Sacred Equip B	200		Act 4 (N) Good	10		Dark Reward Charm	1																				0
Act 5 (N) Sacred Bias A		25	57	1	384			1024	250	NDTC	300		Act 5 (N) Junk	10		Act 4 (N) Sacred Equip C	200		Act 5 (N) Good	10		Dark Reward Charm	1																				0
Act 5 (N) Sacred Bias B		25	60	1	384			1024	250	NDTC	300		Act 5 (N) Junk	10		Act 5 (N) Sacred Equip A	200		Act 5 (N) Good	10		Dark Reward Charm	1																				0
Act 5 (N) Sacred Bias C		25	62	1	384			1024	250	NDTC	300		Act 5 (N) Junk	10		Act 5 (N) Sacred Equip B	200		Act 5 (N) Good	10		Dark Reward Charm	1																				0
Act 1 (H) Sacred Bias A		25	63	1	384			1024	250	NDTC	300		Act 1 (H) Junk	10		Act 5 (N) Sacred Equip C	200		Act 1 (H) Good	10		Dark Reward Charm	1																				0
Act 1 (H) Sacred Bias B		25	66	1	384			1024	250	NDTC	300		Act 1 (H) Junk	10		Act 1 (H) Sacred Equip A	200		Act 1 (H) Good	10		Dark Reward Charm	1																				0
Act 1 (H) Sacred Bias C		25	68	1	384			1024	250	NDTC	300		Act 1 (H) Junk	10		Act 1 (H) Sacred Equip B	200		Act 1 (H) Good	10		Dark Reward Charm	1																				0
Act 2 (H) Sacred Bias A		25	69	1	384			1024	250	NDTC	300		Act 1 (H) Junk	10		Act 2 (H) Sacred Equip A	200		Act 2 (H) Good	10		Dark Reward Charm	1																				0
Act 2 (H) Sacred Bias B		25	71	1	384			1024	250	NDTC	300		Act 1 (H) Junk	10		Act 2 (H) Sacred Equip B	200		Act 2 (H) Good	10		Dark Reward Charm	1																				0
Act 2 (H) Sacred Bias C		25	72	1	384			1024	250	NDTC	300		Act 1 (H) Junk	10		Act 2 (H) Sacred Equip C	200		Act 2 (H) Good	10		Dark Reward Charm	1																				0
Act 3 (H) Sacred Bias A		25	74	1	384			1024	250	NDTC	300		Act 1 (H) Junk	10		Act 3 (H) Sacred Equip A	200		Act 3 (H) Good	10		Dark Reward Charm	1																				0
Act 3 (H) Sacred Bias B		25	75	1	384			1024	250	NDTC	300		Act 1 (H) Junk	10		Act 3 (H) Sacred Equip B	200		Act 3 (H) Good	10		Dark Reward Charm	1																				0
Act 3 (H) Sacred Bias C		25	77	1	384			1024	250	NDTC	300		Act 1 (H) Junk	10		Act 3 (H) Sacred Equip C	200		Act 3 (H) Good	10		Dark Reward Charm	1																				0
Act 4 (H) Sacred Bias A		25	78	1	384			1024	250	NDTC	300		Act 1 (H) Junk	10		Act 4 (H) Sacred Equip A	200		Act 4 (H) Good	10		Dark Reward Charm	1																				0
Act 4 (H) Sacred Bias B		25	80	1	384			1024	250	NDTC	300		Act 1 (H) Junk	10		Act 4 (H) Sacred Equip B	200		Act 4 (H) Good	10		Dark Reward Charm	1																				0
Act 5 (H) Sacred Bias A		25	81	1	384			1024	250	NDTC	300		Act 1 (H) Junk	10		Act 5 (H) Sacred Equip A	200		Act 5 (H) Good	10		Dark Reward Charm	1																				0
Act 5 (H) Sacred Bias B		25	83	1	384			1024	250	NDTC	300		Act 1 (H) Junk	10		Act 5 (H) Sacred Equip B	200		Act 5 (H) Good	10		Dark Reward Charm	1																				0
Act 5 (H) Sacred Bias C		25	85	1	384			1024	250	NDTC	300		Act 1 (H) Junk	10		Act 5 (H) Sacred Equip C	200		Act 5 (H) Good	10		Dark Reward Charm	1																				0
Act 1 Robot Bias A		26	0	1				1024	250	NDTC	500		Act 1 Junk	10		Act 1 Robot Equip A	200		Act 1 Good	40																							0
Act 1 Robot Bias B		26	5	1				1024	250	NDTC	500		Act 1 Junk	10		Act 1 Robot Equip B	200		Act 1 Good B	40																							0
Act 1 Robot Bias C		26	9	1				1024	250	NDTC	500		Act 1 Junk	10		Act 1 Robot Equip C	200		Act 1 Good C	40																							0
Act 2 Robot Bias A		26	12	1				1024	250	NDTC	500		Act 2 Junk	10		Act 2 Robot Equip A	200		Act 2 Good	40																							0
Act 2 Robot Bias B		26	15	1				1024	250	NDTC	500		Act 2 Junk	10		Act 2 Robot Equip B	200		Act 2 Good	40																							0
Act 2 Robot Bias C		26	18	1				1024	250	NDTC	500		Act 2 Junk	10		Act 2 Robot Equip C	200		Act 3 Good	40																							0
Act 3 Robot Bias A		26	20	1				1024	250	NDTC	500		Act 3 Junk	10		Act 3 Robot Equip A	200		Act 3 Good	40																							0
Act 3 Robot Bias B		26	22	1				1024	250	NDTC	500		Act 3 Junk	10		Act 3 Robot Equip B	200		Act 3 Good	40																							0
Act 3 Robot Bias C		26	24	1				1024	250	NDTC	500		Act 3 Junk	10		Act 3 Robot Equip C	200		Act 3 Good	40																							0
Act 4 Robot Bias A		26	26	1				1024	250	NDTC	500		Act 4 Junk	10		Act 4 Robot Equip A	200		Act 4 Good	40																							0
Act 4 Robot Bias B		26	29	1				1024	250	NDTC	500		Act 4 Junk	10		Act 4 Robot Equip B	200		Act 4 Good	40																							0
Act 5 Robot Bias A		26	32	1				1024	250	NDTC	500		Act 5 Junk	10		Act 5 Robot Equip A	200		Act 5 Good	40																							0
Act 5 Robot Bias B		26	34	1				1024	250	NDTC	500		Act 5 Junk	10		Act 5 Robot Equip B	200		Act 5 Good	40																							0
Act 5 Robot Bias C		26	36	1				1024	250	NDTC	500		Act 5 Junk	10		Act 5 Robot Equip C	200		Act 5 Good	40																							0
Act 1 (N) Robot Bias A		26	38	1				1024	250	NDTC	500		Act 1 (N) Junk	10		Act 1 (N) Robot Equip A	200		Act 1 (N) Good	40																							0
Act 1 (N) Robot Bias B		26	40	1				1024	250	NDTC	500		Act 1 (N) Junk	10		Act 1 (N) Robot Equip B	200		Act 1 (N) Good	40																							0
Act 1 (N) Robot Bias C		26	41	1				1024	250	NDTC	500		Act 1 (N) Junk	10		Act 1 (N) Robot Equip C	200		Act 1 (N) Good	40																							0
Act 2 (N) Robot Bias A		26	42	1				1024	250	NDTC	500		Act 2 (N) Junk	10		Act 2 (N) Robot Equip A	200		Act 2 (N) Good	40																							0
Act 2 (N) Robot Bias B		26	44	1				1024	250	NDTC	500		Act 2 (N) Junk	10		Act 2 (N) Robot Equip B	200		Act 2 (N) Good	40																							0
Act 2 (N) Robot Bias C		26	45	1				1024	250	NDTC	500		Act 2 (N) Junk	10		Act 2 (N) Robot Equip C	200		Act 2 (N) Good	40																							0
Act 3 (N) Robot Bias A		26	46	1				1024	250	NDTC	500		Act 3 (N) Junk	10		Act 3 (N) Robot Equip A	200		Act 3 (N) Good	40																							0
Act 3 (N) Robot Bias B		26	48	1				1024	250	NDTC	500		Act 3 (N) Junk	10		Act 3 (N) Robot Equip B	200		Act 3 (N) Good	40																							0
Act 3 (N) Robot Bias C		26	50	1				1024	250	NDTC	500		Act 3 (N) Junk	10		Act 3 (N) Robot Equip C	200		Act 3 (N) Good	40																							0
Act 4 (N) Robot Bias A		26	51	1				1024	250	NDTC	500		Act 4 (N) Junk	10		Act 4 (N) Robot Equip A	200		Act 4 (N) Good	40																							0
Act 4 (N) Robot Bias B		26	54	1				1024	250	NDTC	500		Act 4 (N) Junk	10		Act 4 (N) Robot Equip B	200		Act 4 (N) Good	40																							0
Act 5 (N) Robot Bias A		26	57	1				1024	250	NDTC	500		Act 5 (N) Junk	10		Act 4 (N) Robot Equip C	200		Act 5 (N) Good	40																							0
Act 5 (N) Robot Bias B		26	60	1				1024	250	NDTC	500		Act 5 (N) Junk	10		Act 5 (N) Robot Equip A	200		Act 5 (N) Good	40																							0
Act 5 (N) Robot Bias C		26	62	1				1024	250	NDTC	500		Act 5 (N) Junk	10		Act 5 (N) Robot Equip B	200		Act 5 (N) Good	40																							0
Act 1 (H) Robot Bias A		26	63	1				1024	250	NDTC	500		Act 1 (H) Junk	10		Act 5 (N) Robot Equip C	200		Act 1 (H) Good	40																							0
Act 1 (H) Robot Bias B		26	66	1				1024	250	NDTC	500		Act 1 (H) Junk	10		Act 1 (H) Robot Equip A	200		Act 1 (H) Good	40																							0
Act 1 (H) Robot Bias C		26	68	1				1024	250	NDTC	500		Act 1 (H) Junk	10		Act 1 (H) Robot Equip B	200		Act 1 (H) Good	40																							0
Act 2 (H) Robot Bias A		26	69	1				1024	250	NDTC	500		Act 1 (H) Junk	10		Act 2 (H) Robot Equip A	200		Act 2 (H) Good	40																							0
Act 2 (H) Robot Bias B		26	71	1				1024	250	NDTC	500		Act 1 (H) Junk	10		Act 2 (H) Robot Equip B	200		Act 2 (H) Good	40																							0
Act 2 (H) Robot Bias C		26	72	1				1024	250	NDTC	500		Act 1 (H) Junk	10		Act 2 (H) Robot Equip C	200		Act 2 (H) Good	40																							0
Act 3 (H) Robot Bias A		26	74	1				1024	250	NDTC	500		Act 1 (H) Junk	10		Act 3 (H) Robot Equip A	200		Act 3 (H) Good	40																							0
Act 3 (H) Robot Bias B		26	75	1				1024	250	NDTC	500		Act 1 (H) Junk	10		Act 3 (H) Robot Equip B	200		Act 3 (H) Good	40																							0
Act 3 (H) Robot Bias C		26	77	1				1024	250	NDTC	500		Act 1 (H) Junk	10		Act 3 (H) Robot Equip C	200		Act 3 (H) Good	40																							0
Act 4 (H) Robot Bias A		26	78	1				1024	250	NDTC	500		Act 1 (H) Junk	10		Act 4 (H) Robot Equip A	200		Act 4 (H) Good	40																							0
Act 4 (H) Robot Bias B		26	80	1				1024	250	NDTC	500		Act 1 (H) Junk	10		Act 4 (H) Robot Equip B	200		Act 4 (H) Good	40																							0
Act 5 (H) Robot Bias A		26	81	1				1024	250	NDTC	500		Act 1 (H) Junk	10		Act 5 (H) Robot Equip A	200		Act 5 (H) Good	40																							0
Act 5 (H) Robot Bias B		26	83	1				1024	250	NDTC	500		Act 1 (H) Junk	10		Act 5 (H) Robot Equip B	200		Act 5 (H) Good	40																							0
Act 5 (H) Robot Bias C		26	85	1				1024	250	NDTC	500		Act 1 (H) Junk	10		Act 5 (H) Robot Equip C	200		Act 5 (H) Good	40																							0
Boss 5 Trinket				1						l@l	1																																0
Boss 4 Trinket				1						m@m	1																																0
Boss 3 Trinket				1						o@o	1																																0
Boss 2 Trinket				1						p@p	1																																0
Boss 1 Trinket				1						q@q	1																																0
Boss 5 Reward				-2						Boss 5 Trinket	1		Baal (H)	1																													0
Boss 4 Reward				-2						Boss 4 Trinket	1		Baal (H)	1																													0
Boss 3 Reward				-2						Boss 3 Trinket	1		Baal (H)	1																													0
Boss 2 Reward				-2						Boss 2 Trinket	1		Baal (H)	1																													0
Boss 1 Reward				-2						Boss 1 Trinket	1		Baal (H)	1																													0
You Won Trinket				1						µ06	1		Blank TC	49																													0
You Won Reward Charm				1	1024		1024	1024		UniqueDemonsbane	1																																0
You Won Reward				-3						You Won Reward Charm	1		You Won Trinket	1		Baal (H)	1																										0
Glados Trinket				1						µ13	1		Blank TC	49																													0
Glados Reward Charm				1	1024		1024	1024		ColdFusionSchematics	1																																0
Glados Reward				-3						Glados Reward Charm	1		Glados Trinket	1		Baal (H)	1																										0
Laz Surprise Trinket				1						µ14	1		Blank TC	49																													0
Laz Surprise Reward Charm				1	1024		1024	1024		BookOfLaz	1																																0
Laz Surprise Reward				-3						Laz Surprise Reward Charm	1		Laz Surprise Trinket	1		Baal (H)	1																										0
Robotic Bias				1						Blank TC	6		Act 5 Robot Bias C	1																													0
Robotic (N) Bias				1						Blank TC	5		Act 5 (N) Robot Bias C	1																													0
Robotic (H) Bias				1						Blank TC	3		Act 5 (H) Robot Bias C	1																													0
Act 1 Heroic Bias A		19	0	1	512	512	1024	1024	50	NDTC	80		Act 1 Equip A	40	24%	Act 1 Good	5	2%	Clue Gem 10	1				0%																			0
Act 1 Heroic Bias B		19	5	1	512	512	1024	1024	50	NDTC	80		Act 1 Equip B	40	24%	Act 1 Good B	5	2%																									0
Act 1 Heroic Bias C		19	9	1	512	512	1024	1024	50	NDTC	80		Act 1 Equip C	40	24%	Act 1 Good C	5	2%																									0
Act 2 Heroic Bias A		19	12	1	512	512	1024	1024	50	NDTC	80		Act 2 Equip A	40	24%	Act 2 Good	5	2%																									0
Act 2 Heroic Bias B		19	15	1	512	512	1024	1024	50	NDTC	80		Act 2 Equip B	40	24%	Act 2 Good	5	2%																									0
Act 2 Heroic Bias C		19	18	1	512	512	1024	1024	50	NDTC	80		Act 2 Equip C	40	24%	Act 3 Good	5	2%																									0
Act 3 Heroic Bias A		19	20	1	512	512	1024	1024	50	NDTC	80		Act 3 Equip A	40	24%	Act 3 Good	5	2%																									0
Act 3 Heroic Bias B		19	22	1	512	512	1024	1024	50	NDTC	80		Act 3 Equip B	40	24%	Act 3 Good	5	2%																									0
Act 3 Heroic Bias C		19	24	1	512	512	1024	1024	50	NDTC	80		Act 3 Equip C	40	24%	Act 3 Good	5	2%																									0
Act 4 Heroic Bias A		19	26	1	512	512	1024	1024	50	NDTC	80		Act 4 Equip A	40	24%	Act 4 Good	5	2%																									0
Act 4 Heroic Bias B		19	29	1	512	512	1024	1024	50	NDTC	80		Act 4 Equip B	40	24%	Act 4 Good	5	2%																									0
Act 5 Heroic Bias A		19	32	1	512	512	1024	1024	50	NDTC	80		Act 5 Equip A	40	24%	Act 5 Good	5	2%																									0
Act 5 Heroic Bias B		19	34	1	512	512	1024	1024	50	NDTC	80		Act 5 Equip B	40	24%	Act 5 Good	5	2%																									0
Act 5 Heroic Bias C		19	36	1	512	512	1024	1024	50	NDTC	80		Act 5 Equip C	40	24%	Act 5 Good	5	2%																									0
Act 1 (N) Heroic Bias A		19	38	1	512	512	1024	1024	50	NDTC	80		Act 1 (N) Equip A	40	24%	Act 1 (N) Good	5	2%																									0
Act 1 (N) Heroic Bias B		19	40	1	512	512	1024	1024	50	NDTC	80		Act 1 (N) Equip B	40	24%	Act 1 (N) Good	5	2%																									0
Act 1 (N) Heroic Bias C		19	41	1	512	512	1024	1024	50	NDTC	80		Act 1 (N) Equip B	40	24%	Act 1 (N) Good	5	2%																									0
Act 2 (N) Heroic Bias A		19	42	1	512	512	1024	1024	50	NDTC	80		Act 2 (N) Equip A	40	24%	Act 2 (N) Good	5	2%																									0
Act 2 (N) Heroic Bias B		19	44	1	512	512	1024	1024	50	NDTC	80		Act 2 (N) Equip B	40	24%	Act 2 (N) Good	5	2%																									0
Act 2 (N) Heroic Bias C		19	45	1	512	512	1024	1024	50	NDTC	80		Act 2 (N) Equip B	40	24%	Act 2 (N) Good	5	2%																									0
Act 3 (N) Heroic Bias A		19	46	1	512	512	1024	1024	50	NDTC	80		Act 3 (N) Equip A	40	24%	Act 3 (N) Good	5	2%																									0
Act 3 (N) Heroic Bias B		19	48	1	512	512	1024	1024	50	NDTC	80		Act 3 (N) Equip B	40	24%	Act 3 (N) Good	5	2%																									0
Act 3 (N) Heroic Bias C		19	50	1	512	512	1024	1024	50	NDTC	80		Act 3 (N) Equip B	40	24%	Act 3 (N) Good	5	2%																									0
Act 4 (N) Heroic Bias A		19	51	1	512	512	1024	1024	50	NDTC	80		Act 4 (N) Equip A	40	24%	Act 4 (N) Good	5	2%																									0
Act 4 (N) Heroic Bias B		19	54	1	512	512	1024	1024	50	NDTC	80		Act 4 (N) Equip B	40	24%	Act 4 (N) Good	5	2%																									0
Act 5 (N) Heroic Bias A		19	57	1	512	512	1024	1024	50	NDTC	80		Act 5 (N) Equip A	40	24%	Act 5 (N) Good	5	2%																									0
Act 5 (N) Heroic Bias B		19	60	1	512	512	1024	1024	50	NDTC	80		Act 5 (N) Equip B	40	24%	Act 5 (N) Good	5	2%																									0
Act 5 (N) Heroic Bias C		19	62	1	512	512	1024	1024	50	NDTC	80		Act 5 (N) Equip C	40	24%	Act 5 (N) Good	5	2%																									0
Act 1 (H) Heroic Bias A		19	63	1	512	512	1024	1024	50	NDTC	80		Act 1 (H) Equip A	40	24%	Act 1 (H) Good	5	2%																									0
Act 1 (H) Heroic Bias B		19	66	1	512	512	1024	1024	50	NDTC	80		Act 1 (H) Equip B	40	24%	Act 1 (H) Good	5	2%																									0
Act 1 (H) Heroic Bias C		19	68	1	512	512	1024	1024	50	NDTC	80		Act 1 (H) Equip B	40	24%	Act 1 (H) Good	5	2%																									0
Act 2 (H) Heroic Bias A		19	69	1	512	512	1024	1024	50	NDTC	80		Act 2 (H) Equip A	40	24%	Act 2 (H) Good	5	2%																									0
Act 2 (H) Heroic Bias B		19	71	1	512	512	1024	1024	50	NDTC	80		Act 2 (H) Equip B	40	24%	Act 2 (H) Good	5	2%																									0
Act 2 (H) Heroic Bias C		19	72	1	512	512	1024	1024	50	NDTC	80		Act 2 (H) Equip B	40	24%	Act 2 (H) Good	5	2%																									0
Act 3 (H) Heroic Bias A		19	74	1	512	512	1024	1024	50	NDTC	80		Act 3 (H) Equip A	40	24%	Act 3 (H) Good	5	2%																									0
Act 3 (H) Heroic Bias B		19	75	1	512	512	1024	1024	50	NDTC	80		Act 3 (H) Equip B	40	24%	Act 3 (H) Good	5	2%																									0
Act 3 (H) Heroic Bias C		19	77	1	512	512	1024	1024	50	NDTC	80		Act 3 (H) Equip B	40	24%	Act 3 (H) Good	5	2%																									0
Act 4 (H) Heroic Bias A		19	78	1	512	512	1024	1024	50	NDTC	80		Act 4 (H) Equip A	40	24%	Act 4 (H) Good	5	2%																									0
Act 4 (H) Heroic Bias B		19	80	1	512	512	1024	1024	50	NDTC	80		Act 4 (H) Equip B	40	24%	Act 4 (H) Good	5	2%																									0
Act 5 (H) Heroic Bias A		19	81	1	512	512	1024	1024	50	NDTC	80		Act 5 (H) Equip A	40	24%	Act 5 (H) Good	5	2%																									0
Act 5 (H) Heroic Bias B		19	83	1	512	512	1024	1024	50	NDTC	80		Act 5 (H) Equip B	40	24%	Act 5 (H) Good	5	2%																									0
Act 5 (H) Heroic Bias C		19	85	1	512	512	1024	1024	50	NDTC	80		Act 5 (H) Equip C	40	24%	Act 5 (H) Good	5	2%																									0
TE Shadows				-1						!@1	1																																0
TE Landmass				-1						!@2	1																																0
TE Glowing				-1						!@3	1																																0
TE Faewitch				-1						!@4	1																																0
TE Panther				-1						!@5	1																																0
Pre Baal				-2						!@c	1		Act 5 Champ C	1																													0
Pre Baal (N)				-1						Act 5 (N) Champ C	1																																0
Pre Baal (H)				-1						Act 5 (H) Champ C	1																																0
Act 1 Vizjun A		27	0	3					100	NDTC	600		Act 1 Equip A	10		Act 1 Good	5		jew	2		Clue Gem 10	1	0%																			0
Act 1 Vizjun B		27	5	3					100	NDTC	600		Act 1 Equip B	10		Act 1 Good B	5		jew	2																							0
Act 1 Vizjun C		27	9	3					100	NDTC	600		Act 1 Equip C	10		Act 1 Good C	5		jew	2																							0
Act 2 Vizjun A		27	12	3					100	NDTC	600		Act 2 Equip A	10		Act 2 Good	5		jew	2																							0
