Id	hcIdx	BaseId	NextInClass	MonStatsEx	MonProp	NameStr	DescStr	* category	* comment	*PresetLevel	* Marco / loc	enabled	killable	Align	switchai	noAura	boss	primeevil	petIgnore	flying	threat	Code	TransLvl	AI	Velocity	Run	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	aidel	aidel(N)	aidel(H)	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	noRatio	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	Crit	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	DamageRegen	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	MonType	MonSound	isMelee	lUndead	hUndead	demon	TreasureClass1	TreasureClass1(N)	TreasureClass1(H)	isSpawn	MinGrp	MaxGrp	Rarity	sparsePopulate	rangedtype	minion1	minion2	PartyMin	PartyMax	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	placespawn	spawn	spawnx	spawny	spawnmode	SetBoss	BossXfer	opendoors	nomultishot	neverCount	interact	npc	inventory	inTown	deathDmg	genericSpawn	SkillDamage	UMonSound	zoo	SendSkills	Level	Level(N)	Level(H)	*eol
res_undeadbird3	1523	res_undeadbird1	res_undeadbird4	undeadbird3	undeadbird1_FI	BoneGasher	StrAbsFire	Reanimates				1	1		1						10	VD	3	Vulture	9	9	80	80	80	90	95	100	3	2	1	40	30	20	0	0	0	40	45	50										3	2	1																									1680	2160	100	100	33	43	200							1680	2160	100	100	33	43	200							2640	2880	100	100	130	170	200							0		15	15	15	0									15	15	15	15	10		35	35	35	35	vulture	vulture		1						1	3	4	1																																																										140	100	100	-20	-20	-20			1	1																								1					vulture			28	63	110	0
res_undeadbird4	1524	res_undeadbird1		undeadbird4	undeadbird1_CO	DeathWatcher	StrAbsCold	Reanimates				1	1		1						10	VD	0	Vulture	9	9	80	80	80	95	100	100	3	2	1	35	25	15	0	0	0	45	50	55										3	2	1																									1680	2160	100	100	33	43	200							1680	2160	100	100	33	43	200							2640	2880	100	100	130	170	200							0		15	15	15	0									15	15	15	15	10		35	35	35	35	vulture	vulture		1						1	3	4	1																																																										140	100	100	-20	-20	-20			1	1																								1					vulture			35	73	110	0
res_magmademon1	1525	res_magmademon1	res_magmademon2	magmademon1	other_FI	MagmaDemon	StrAbsFire	Reanimates				1	1		1						10	(L	0	DeathMauler	8	8	80	80	80	100	100	100	70	75	80	15	15	15	100	100	100													3	2	1	Mon Multi Rock	A2	1																						1440	1680	105	105	25	33	200	25	33	200				1440	1680	105	105	25	33	200	25	33	200				2520	2640	105	105	100	130	200	100	130	200				0		50	50	50	0									15	15	15	15	10		35	35	35	35	demon	claygolem				1				1	2	3	1							A1	fire	100	20	40		100	40	60		100	60	80		A2	fire	100	20	40		100	40	60		100	60	80																									140	100	100	-20	-20	-20																							1					1			1		claygolem			25	61	110	0
res_magmademon2	1526	res_magmademon1	res_magmademon3	magmademon2	other_FI	LavaLord	StrAbsFire	Reanimates				1	1		1						10	(L	0	DeathMauler	8	8	80	80	80	100	100	100	70	75	80	15	15	15	100	100	100													3	2	1	Mon Multi Rock	A2	1																						1440	1680	105	105	25	33	200	25	33	200				1440	1680	105	105	25	33	200	25	33	200				2520	2640	105	105	100	130	200	100	130	200				0		50	50	50	0									15	15	15	15	10		35	35	35	35	demon	claygolem				1				1	2	3	1							A1	fire	100	20	40		100	40	60		100	60	80		A2	fire	100	20	40		100	40	60		100	60	80																									140	100	100	-20	-20	-20																							1					1			1		claygolem			35	70	110	0
res_magmademon3	1527	res_magmademon1		magmademon3	other_FI	HellStone	StrAbsFire	Reanimates				1	1		1						10	(L	0	DeathMauler	8	8	80	80	80	100	100	100	70	75	80	15	15	15	100	100	100													3	2	1	Mon Multi Rock	A2	1																						1440	1680	105	105	25	33	200	25	33	200				1440	1680	105	105	25	33	200	25	33	200				2520	2640	105	105	100	130	200	100	130	200				0		50	50	50	0									15	15	15	15	10		35	35	35	35	demon	claygolem				1				1	2	3	1							A1	fire	100	20	40		100	40	60		100	60	80		A2	fire	100	20	40		100	40	60		100	60	80																									140	100	100	-20	-20	-20																							1					1			1		claygolem			35	73	110	0
res_dragonknight1	1528	res_dragonknight1	res_dragonknight2	dragonknight1	other_FI	PitKnight	StrAbsFire	Reanimates				1	1		1						11	(2	0	AbyssKnight	10	10	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				50	50	50	99	99	99				3	2	1	Pounce	A1	1	Dark Power	A2	3																			1200	1440	100	100	6	13	200	6	13	200	25	50	200	1200	1440	100	100	6	13	200	6	13	200	25	50	200	2400	2520	100	100	25	50	200	25	50	200	25	50	200	0		19	19	19	0									15	15	15	15	10		35	35	35	35	demon	act1hire				1				1	3	4	1		1					A1	fire	100	20	70		100	30	90		100	40	110		A2	fire	100	20	70		100	30	90		100	40	110																									140	100	100	-20	-20	-20																							1					1	1				act1hire			24	64	110	0
res_dragonknight2	1529	res_dragonknight1		dragonknight2	other_CO	MoonKnight	StrAbsCold	Reanimates				1	1		1						11	(1	0	AbyssKnight	10	11	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				50	50	50	99	99	99				3	2	1	Pounce	A1	2	Dark Power	A2	5																			1200	1440	100	100	6	13	200	6	13	200	25	50	200	1200	1440	100	100	6	13	200	6	13	200	25	50	200	2400	2520	100	100	25	50	200	25	50	200	25	50	200	0		19	19	19	0									15	15	15	15	10		35	35	35	35	demon	act1hire				1				1	3	4	1		1					A1	cold	100	20	70	25	100	30	90	50	100	40	110	75	A2	cold	100	20	70	25	100	30	90	50	100	40	110	75																								140	100	100	-20	-20	-20																							1					1	1				act1hire			36	73	110	0
res_undeadmage1	1530	res_undeadmage1	res_undeadmage2	undeadmage1	fade_FI	DarkCounselor	StrAbsFire	Reanimates				1	1		1						12	GY	3	AbyssKnight	6	6	80	80	80	30	40	50	90	90	90	100	100	100	3	2	1	6	6	6	1	1	1	50	45	40	60	60	60	3	2	1	Venomous Spirit	SC	8	Wrath	SC	1	Wrath	SC	1																900	1440	50	100	15	30	200	15	30	200				900	1440	50	100	15	30	200	15	30	200				2244	2520	50	100	60	120	200	60	120	200				0	1		15	33	0									15	15	15	15	10		35	35	35	35	unraveler	unraveler		1	1					1	2	3	1		1																																																								140	100	100	-20	-20	-20																							1	1				1					unraveler			33	70	110	0
res_undeadmage2	1531	res_undeadmage1	res_undeadmage3	undeadmage2	fade_LI	DarkMagistrate	StrAbsLtng	Reanimates				1	1		1						12	GY	3	AbyssKnight	6	6	80	80	80	30	40	50	90	90	90	100	100	100	3	2	1	6	6	6	1	1	1	50	45	40	60	60	60	3	2	1	Venomous Spirit	SC	8	Wrath	SC	1	Wrath	SC	1																900	1440	50	100	15	30	200	15	30	200				900	1440	50	100	15	30	200	15	30	200				2244	2520	50	100	60	120	200	60	120	200				0	1		15	33	0									15	15	15	15	10		35	35	35	35	unraveler	unraveler		1	1					1	2	4	1		1																																																								140	100	100	-20	-20	-20																							1	1				1					unraveler			34	71	110	0
res_undeadmage3	1532	res_undeadmage1	res_undeadmage4	undeadmage3	fade_LI	DarkCabalist	StrAbsLtng	Reanimates				1	1		1						12	GY	3	AbyssKnight	6	6	80	80	80	30	40	50	90	90	90	100	100	100	3	2	1	6	6	6	1	1	1	50	45	40	60	60	60	3	2	1	Venomous Spirit	SC	8	Wrath	SC	1	Wrath	SC	1																900	1440	50	100	15	30	200	15	30	200				900	1440	50	100	15	30	200	15	30	200				2244	2520	50	100	60	120	200	60	120	200				0	1		15	33	0									15	15	15	15	10		35	35	35	35	unraveler	unraveler		1	1					1	2	4	1		1																																																								140	100	100	-20	-20	-20																							1	1				1					unraveler			38	75	110	0
res_undeadmage4	1533	res_undeadmage1		undeadmage4	fade_FI	DarkAncient	StrAbsFire	Reanimates				1	1		1						12	GY	3	AbyssKnight	9	9	80	80	80	30	40	50	90	90	90	100	100	100	3	2	1	6	6	6	1	1	1	50	45	40	60	60	60	3	2	1	Venomous Spirit	SC	8	Wrath	SC	1	Wrath	SC	1																900	1440	50	100	15	30	200	15	30	200				900	1440	50	100	15	30	200	15	30	200				2244	2520	50	100	60	120	200	60	120	200				0	1		15	33	0									15	15	15	15	10		35	35	35	35	unraveler	unraveler		1	1					1	3	4	1		1																																																								140	100	100	-20	-20	-20																							1	1				1					unraveler			52	83	110	0
res_viper1	1534	res_viper1	res_viper2	viper1	other_PO	TombSnake	StrAbsPois	Reanimates				1	1		1						10	SD	3	ClawViper	8	14	80	80	80	20	20	20	8	8	8	75	80	85	50	50	50	3	2	1										3	2	1	SerpentCharge	seq_serpentcharge	1																						1320	1680	100	100	23	33	100	23	33	100				1320	1680	100	100	23	33	100	23	33	100				2460	2640	100	100	90	130	100	90	130	100				0		24	24	24	0									15	15	15	15	10		35	35	35	35	clawviper	clawviper	1							1	1	2	1																																																										140	100	100	-20	-20	-20																							1	1				1					clawviper	1		28	59	110	0
res_viper2	1535	res_viper1	res_viper3	viper2	other_FI	FireDrake	StrAbsFire	Reanimates				1	1		1						10	SD	2	ClawViper	8	15	80	80	80	25	25	25	10	10	10	80	85	90	50	50	50	3	2	1										3	2	1	SerpentCharge	seq_serpentcharge	1																						1320	1680	100	100	23	33	100	23	33	100				1320	1680	100	100	23	33	100	23	33	100				2460	2640	100	100	90	130	100	90	130	100				0		24	24	24	0									15	15	15	15	10		35	35	35	35	clawviper	clawviper	1							1	1	2	1							A1	fire	100	40	100		100	60	120		100	80	140																																							140	100	100	-20	-20	-20																							1	1				1					clawviper	1		30	68	110	0
res_viper3	1536	res_viper1	res_viper4	viper3	other_LI	GoldViper	StrAbsLtng	Reanimates				1	1		1						10	SD	1	ClawViper	9	16	80	80	80	30	30	30	12	12	12	85	90	95	50	50	50	3	2	1										3	2	1	SerpentCharge	seq_serpentcharge	1																						1320	1680	100	100	23	33	100	23	33	100				1320	1680	100	100	23	33	100	23	33	100				2460	2640	100	100	90	130	100	90	130	100				0		24	24	24	0									15	15	15	15	10		35	35	35	35	clawviper	clawviper	1							1	1	2	1																																																										140	100	100	-20	-20	-20																							1	1				1					clawviper	1		36	76	110	0
res_viper4	1537	res_viper1		viper4	other_LI	AzureDrake	StrAbsLtng	Reanimates				1	1		1						10	SD	4	ClawViper	9	16	80	80	80	30	30	30	14	14	14	90	95	100	50	50	50	3	2	1										3	2	1	SerpentCharge	seq_serpentcharge	1																						1320	1680	100	100	23	33	100	23	33	100				1320	1680	100	100	23	33	100	23	33	100				2460	2640	100	100	90	130	100	90	130	100				0		24	24	24	0									15	15	15	15	10		35	35	35	35	clawviper	clawviper	1							1	1	2	1							A1	cold	100	40	100	75	100	60	120	100	100	80	140	125																																						140	100	100	-20	-20	-20																							1	1				1					clawviper	1		36	76	110	0
res_wingedfiend1	1538	res_wingedfiend1	res_wingedfiend2	wingedfiend1	other_MA	Fiend	StrAbsMag	Reanimates				1	1		1					1	10	BT	1	BatDemon	8	8	80	80	80	50	50	50	20	20	20	80	85	90	1	1	1	14	14	14										3	2	1																									840	960	100	90	18	25	200	18	25	200				840	960	100	90	18	25	200	18	25	200				2220	2280	100	90	70	100	200	70	100	200				0		27	27	27	0									15	15	15	15	10		35	35	35	35	batdemon	batdemon	1							1	3	4	1							A1	ltng	100	1	100		100	1	200		100	1	300		A2	ltng	100	1	100		100	1	200		100	1	300																									140	100	100	-20	-20	-20			1	1																								1					batdemon			1	33	110	0
res_wingedfiend2	1539	res_wingedfiend1	res_wingedfiend3	wingedfiend2	wingedfiend2_LI	Blink	StrAbsLtng	Reanimates				1	1		1					1	10	BT	2	BatDemon	9	9	80	80	80	50	50	50	20	20	20	80	85	90	1	1	1	14	14	14										3	2	1																									840	960	100	90	18	25	200	18	25	200				840	960	100	90	18	25	200	18	25	200				2220	2280	100	90	70	100	200	70	100	200				0		27	27	27	0									15	15	15	15	10		35	35	35	35	batdemon	batdemon	1							1	3	4	1							A1	ltng	100	1	100		100	1	200		100	1	300		A2	ltng	100	1	100		100	1	200		100	1	300																									140	100	100	-20	-20	-20			1	1																								1					batdemon			11	50	110	0
res_wingedfiend3	1540	res_wingedfiend1	res_wingedfiend4	wingedfiend3	other_PO	Gloom	StrAbsPois	Reanimates				1	1		1					1	10	BT	4	ClawViper	10	10	80	80	80	30	30	30	10	14	18	75	75	75	50	50	50	10	8	6										3	2	1	SerpentCharge	seq_batcharge	1																						840	960	100	90	18	25	200	18	25	200				840	960	100	90	18	25	200	18	25	200				2220	2280	100	90	70	100	200	70	100	200				0		27	27	27	0									15	15	15	15	10		35	35	35	35	batdemon	batdemon	1							1	3	4	1							A1	ltng	100	1	100		100	1	200		100	1	300		A2	ltng	100	1	100		100	1	200		100	1	300																									140	100	100	-20	-20	-20			1	1																								1					batdemon	1		16	54	110	0
res_wingedfiend4	1541	res_wingedfiend1		wingedfiend4	wingedfiend4_CO	Familiar	StrAbsCold	Reanimates				1	1		1					1	10	BT	3	BatDemon	12	13	80	80	80	50	50	50	10	10	10	80	85	90	100	100	100	14	14	14										3	2	1																									840	960	100	90	18	25	200	18	25	200				840	960	100	90	18	25	200	18	25	200				2220	2280	100	90	70	100	200	70	100	200				0		27	27	27	0									15	15	15	15	10		35	35	35	35	batdemon	batdemon	1			1				1	3	4	1							A1	ltng	100	1	100		100	1	200		100	1	300		A2	ltng	100	1	100		100	1	200		100	1	300																									140	100	100	-20	-20	-20			1	1																			1					1					batdemon			29	65	110	0
res_wisp1	1542	res_wisp1	res_wisp2	wisp1	other_PO	DancingLight	StrAbsPois	Reanimates				1	1		1					1	10	WW	3	WillOWisp	13	14	80	80	80	15	15	15	70	75	80	70	70	70																3	2	1	Electrobolt Spell	SC	1																						960	1440	70	100	10	18	200							960	1440	70	100	10	18	200							2280	2520	70	100	40	70	200							0		21	21	21	0									15	15	15	15	10		35	35	35	35	willowisp	willowisp	1	1						1	2	4	1		1					A1	ltng	100	1	50		100	1	100		100	1	150		SC	ltng	100	1	50		100	1	100		100	1	150																									140	100	100	-20	-20	-20			1	1																								1					willowisp			6	48	110	0
res_wisp2	1543	res_wisp1	res_wisp3	wisp2	other_PO	GhostFlame	StrAbsPois	Reanimates				1	1		1					1	10	WW	2	WillOWisp	17	19	80	80	80	15	15	15	75	80	85	60	60	60																3	2	1	Electrobolt Spell	SC	3																						960	1440	70	100	10	18	200							960	1440	70	100	10	18	200							2280	2520	70	100	40	70	200							0		21	21	21	0									15	15	15	15	10		35	35	35	35	willowisp	willowisp	1	1						1	2	4	1		1					A1	ltng	100	1	50		100	1	100		100	1	150		SC	ltng	100	1	50		100	1	100		100	1	150																									140	100	100	-20	-20	-20			1	1																								1					willowisp			24	60	110	0
res_wisp3	1544	res_wisp1	res_wisp4	wisp3	other_LI	BlackFlame	StrAbsLtng	Reanimates				1	1		1					1	10	WW	0	WillOWisp	19	21	80	80	80	15	15	15	80	85	90	50	50	50																3	2	1	Electrobolt Spell	SC	5																						960	1440	70	100	10	18	200							960	1440	70	100	10	18	200							2280	2520	70	100	40	70	200							0		21	21	21	0									15	15	15	15	10		35	35	35	35	willowisp	willowisp	1	1						1	2	4	1		1					A1	ltng	100	1	50		100	1	100		100	1	150		SC	ltng	100	1	50		100	1	100		100	1	150																									140	100	100	-20	-20	-20			1	1																								1					willowisp			30	66	110	0
res_wisp4	1545	res_wisp1		wisp4	other_LI	TorturedSoul	StrAbsLtng	Reanimates				1	1		1					1	10	WW	1	WillOWisp	19	21	80	80	80	15	15	15	85	90	95	40	40	40																3	2	1	Electrobolt Spell	SC	6																						960	1440	70	100	10	18	200							960	1440	70	100	10	18	200							2280	2520	70	100	40	70	200							0		21	21	21	0									15	15	15	15	10		35	35	35	35	willowisp	willowisp	1	1						1	2	4	1		1					A1	ltng	100	1	50		100	1	100		100	1	150		SC	ltng	100	1	50		100	1	100		100	1	150																									140	100	100	-20	-20	-20			1	1																								1					willowisp			33	70	110	0
res_zakarumcleric1	1546	res_zakarumcleric1	res_zakarumcleric2	zakarumcleric1	zakarumcleric1_LI	Archon	StrAbsLtng	Reanimates				1	1		1						10	ZP	3	Vampire	6	6	80	80	80	15	5	0	95	100	100	70	70	70	25	30	35	7	7	7										3	2	1	Mon Thunder Hammer	S1	6	Mon Thunder Wave	S1	6	Mon ND War Spirit	S1	4	Mon Thunder Hammer	S1	6													960	1200	100	120	10	15	100							960	1200	100	120	10	15	100							2280	2400	100	120	40	60	100							0		22	22	22	0									15	15	15	15	10		35	35	35	35	priests	cantor								1	1	1	1		1	zakarumslave1		2	4																																																				140	100	100	-20	-20	-20																					1		1					1					cantor			30	66	110	0
res_zakarumcleric2	1547	res_zakarumcleric1	res_zakarumcleric3	zakarumcleric2	zakarumcleric1_FI	CrimsonArchon	StrAbsFire	Reanimates				1	1		1						10	ZP	2	Vampire	6	6	80	80	80	15	5	0	95	100	100	70	70	70	25	30	35	7	7	7										3	2	1	Mon Thunder Hammer	S1	6	Mon Thunder Wave	S1	6	Mon ND War Spirit	S1	4	Mon Thunder Hammer	S1	6													960	1200	100	120	10	15	100							960	1200	100	120	10	15	100							2280	2400	100	120	40	60	100							0		22	22	22	0									15	15	15	15	10		35	35	35	35	priests	cantor								1	1	1	1		1	zakarumslave2		2	4																																																				140	100	100	-20	-20	-20																					1		1					1					cantor			29	66	110	0
res_zakarumcleric3	1548	res_zakarumcleric1	res_zakarumcleric4	zakarumcleric3	zakarumcleric1_CO	DarkArchon	StrAbsCold	Reanimates				1	1		1						10	ZP	3	Vampire	6	6	80	80	80	15	5	0	95	100	100	70	70	70	25	30	35	7	7	7										3	2	1	Mon Thunder Hammer	S1	6	Mon Thunder Wave	S1	6	Mon ND War Spirit	S1	4	Mon Thunder Hammer	S1	6													960	1200	100	120	10	15	100							960	1200	100	120	10	15	100							2280	2400	100	120	40	60	100							0		22	22	22	0									15	15	15	15	10		35	35	35	35	priests	cantor								1	1	1	1		1	zakarumslave3		2	4																																																				140	100	100	-20	-20	-20																					1		1					1					cantor			31	68	110	0
res_zakarumcleric4	1549	res_zakarumcleric1		zakarumcleric4	zakarumcleric1_MA	TwilightArchon	StrAbsMag	Reanimates				1	1		1						10	ZP	1	Vampire	6	6	80	80	80	15	5	0	95	100	100	70	70	70	25	30	35	7	7	7										3	2	1	Mon Thunder Hammer	S1	6	Mon Thunder Wave	S1	6	Mon ND War Spirit	S1	4	Mon Thunder Hammer	S1	6													960	1200	100	120	10	15	100							960	1200	100	120	10	15	100							2280	2400	100	120	40	60	100							0		22	22	22	0									15	15	15	15	10		35	35	35	35	priests	cantor								1	1	1	1		1	zakarumslave4		2	4																																																				140	100	100	-20	-20	-20																					1		1					1					cantor			32	69	110	0
res_zakarumslave1	1550	res_zakarumslave1	res_zakarumslave2	zakarumslave1	zakarumslave1_LI	Templar	StrAbsLtng	Reanimates				1	1		1						10	ZZ	0	DoomKnight	10	10	80	80	80	75	85	90	55	55	55	20	20	20	8	8	8	45	45	45										3	2	1																									480	720	40	70	15	30	200	15	5	200				480	720	40	70	15	30	200	15	20	200				2040	2160	40	70	60	120	200	60	80	200				0		20	20	20	0									15	15	15	15	10		35	35	35	35	priests	zealot	1							1	3	5	1																																																										140	100	100	-20	-20	-20																							1					1					zealot			30	66	110	0
res_zakarumslave2	1551	res_zakarumslave1	res_zakarumslave3	zakarumslave2	zakarumslave1_FI	CrimsonTemplar	StrAbsFire	Reanimates				1	1		1						10	ZZ	1	DoomKnight	10	10	80	80	80	75	85	90	55	55	55	20	20	20	8	8	8	45	45	45										3	2	1																									480	720	40	70	15	30	200	15	20	200				480	720	40	70	15	30	200	15	20	200				2040	2160	40	70	60	120	200	60	80	200				0		20	20	20	0									15	15	15	15	10		35	35	35	35	priests	zealot	1							1	3	5	1																																																										140	100	100	-20	-20	-20																							1					1					zealot			29	66	110	0
res_zakarumslave3	1552	res_zakarumslave1	res_zakarumslave4	zakarumslave3	zakarumslave1_CO	DarkTemplar	StrAbsCold	Reanimates				1	1		1						10	ZZ	2	DoomKnight	10	10	80	80	80	75	85	90	55	55	55	20	20	20	8	8	8	45	45	45										3	2	1																									480	720	40	70	15	30	200	15	20	200				480	720	40	70	15	30	200	15	20	200				2040	2160	40	70	60	120	200	60	80	200				0		20	20	20	0									15	15	15	15	10		35	35	35	35	priests	zealot	1							1	3	5	1																																																										140	100	100	-20	-20	-20																							1					1					zealot			31	68	110	0
res_zakarumslave4	1553	res_zakarumslave1		zakarumslave4	zakarumslave1	TwilightTemplar	mon_slave	Reanimates				1	1		1						10	ZZ	1	DoomKnight	10	10	80	80	80	75	85	90	55	55	55	20	20	20	8	8	8	45	45	45										3	2	1																									480	720	40	70	15	30	200	15	20	200				480	720	40	70	15	30	200	15	20	200				2040	2160	40	70	60	120	200	60	80	200				0		20	20	20	0									15	15	15	15	10		35	35	35	35	priests	zealot	1							1	3	5	1																																																										140	100	100	-20	-20	-20																							1					1					zealot			32	69	110	0
onyxknight1	1554	onyxknight1	onyxknight2	onyxknight1	other_FI	BlackHeartKnight	StrAbsFire	Regulars			Levels	1	1		1						10	0n	0	Mosquito	8	9	80	80	80							90	95	100	5	8	10													3	2	1	Death Blossom	A1	4																						200	240	95	105	50	100	200	50	100	200				200	240	95	105	50	100	200	100	200	200				400	420	95	105	160	360	200	160	360	200				0		50	50	50	0									15	15	15	15	10		35	35	35	35	bloodlord	doomknight	1			1				1	3	4	1																																																										140	100	100	-20	-20	-20																												1					doomknight			19	60	110	0
onyxknight2	1555	onyxknight1		onyxknight2	other_CO	OnyxKnight	StrAbsCold	Regulars			"Levels, Missiles"	1	1		1						10	0n	0	Mosquito	8	9	80	80	80							90	95	100	5	8	10													3	2	1	MShock Flower	A1	10																						300	420	180	350	84	96	380	84	96	380				375	525	180	350	108	120	380	216	240	380				450	630	180	350	420	480	380	420	480	380				0		50	50	50	0									15	15	15	15	10		35	35	35	35	bloodlord	doomknight	1			1	Elite	Elite	Elite	1	4	6	1	36																																																									140	100	100	-20	-20	-20																												1					doomknight			31	69	110	0
