description	enabled	* type	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	min diff	version	ladder	*eol
blessings (simple): Quiet: 6 charges	1	SC - Blessings	16	219	0		4	"ct1x,crf,noe"	C4+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C5+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,rar,noe"	C4+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C5+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,tmp,noe"	C4+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C5+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,crf,noe"	C4+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C5+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,rar,noe"	C4+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C5+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,tmp,noe"	C4+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C5+																																																											100		0
blessings (simple): Quiet: 5 charges	1	SC - Blessings	16	219	0		4	"ct1x,crf,noe"	C5+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C6+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,rar,noe"	C5+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C6+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,tmp,noe"	C5+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C6+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,crf,noe"	C5+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C6+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,rar,noe"	C5+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C6+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,tmp,noe"	C5+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C6+																																																											100		0
blessings (simple): Quiet: 4 charges	1	SC - Blessings	16	219	0		4	"ct1x,crf,noe"	C6+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C7+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,rar,noe"	C6+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C7+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,tmp,noe"	C6+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C7+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,crf,noe"	C6+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C7+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,rar,noe"	C6+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C7+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,tmp,noe"	C6+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C7+																																																											100		0
blessings (simple): Quiet: 3 charges	1	SC - Blessings	16	219	0		4	"ct1x,crf,noe"	C7+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C8+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,rar,noe"	C7+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C8+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,tmp,noe"	C7+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C8+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,crf,noe"	C7+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C8+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,rar,noe"	C7+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C8+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,tmp,noe"	C7+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C8+																																																											100		0
blessings (simple): Quiet: 2 charges	1	SC - Blessings	16	219	0		4	"ct1x,crf,noe"	C8+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C9+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,rar,noe"	C8+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C9+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,tmp,noe"	C8+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10						C9+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,crf,noe"	C8+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C9+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,rar,noe"	C8+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C9+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,tmp,noe"	C8+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15						C9+																																																											100		0
blessings (simple): Quiet: 1 charge	1	SC - Blessings	16	219	0		4	"ct1x,crf,noe"	C9+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10																																																																	100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,rar,noe"	C9+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10																																																																	100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,tmp,noe"	C9+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			4	20	vit%			4	8	regen			1	10																																																																	100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,crf,noe"	C9+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15																																																																	100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,rar,noe"	C9+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15																																																																	100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,tmp,noe"	C9+	"qum,qty=2"					useitem			100	blessings-counter			1	1	vit			6	28	vit%			6	12	regen			2	15																																																																	100		0
shrine crafting: Enchanted: 10 charges	1	SC - Crafting					2	"ct1x,crf"	O0+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O1+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	O0+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O1+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	O0+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O1+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	O0+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O1+																																																													0
shrine crafting: Enchanted: 9 charges	1	SC - Crafting					2	"ct1x,crf"	O1+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O2+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	O1+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O2+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	O1+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O2+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	O1+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O2+																																																													0
shrine crafting: Enchanted: 8 charges	1	SC - Crafting					2	"ct1x,crf"	O2+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O3+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	O2+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O3+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	O2+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O3+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	O2+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O3+																																																													0
shrine crafting: Enchanted: 7 charges	1	SC - Crafting					2	"ct1x,crf"	O3+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O4+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	O3+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O4+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	O3+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O4+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	O3+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O4+																																																													0
shrine crafting: Enchanted: 6 charges	1	SC - Crafting					2	"ct1x,crf"	O4+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O5+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	O4+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O5+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	O4+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O5+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	O4+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O5+																																																													0
shrine crafting: Enchanted: 5 charges	1	SC - Crafting					2	"ct1x,crf"	O5+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O6+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	O5+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O6+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	O5+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O6+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	O5+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O6+																																																													0
shrine crafting: Enchanted: 4 charges	1	SC - Crafting					2	"ct1x,crf"	O6+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O7+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	O6+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O7+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	O6+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O7+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	O6+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O7+																																																													0
shrine crafting: Enchanted: 3 charges	1	SC - Crafting					2	"ct1x,crf"	O7+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O8+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	O7+						"usetype,crf"			100	extra-pm			4	10	res-mag			1	2																O8+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	O7+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O8+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	O7+						"usetype,crf"			100	extra-pm			6	20	res-mag			2	4																O8+																																																													0
