!01	Naginata (1)
!03	Naginata (2)
!05	Naginata (3)
!06	Naginata (4)
!07	Naginata (Sacred)
!08	Raptor Scythe (1)
!1!	Warp Blade (2)
!10	Raptor Scythe (2)
!12	Raptor Scythe (3)
!13	Raptor Scythe (4)
!14	Raptor Scythe (Sacred)
!15	Bonesplitter (1)
!17	Bonesplitter (2)
!19	Bonesplitter (3)
!20	Bonesplitter (4)
!21	Bonesplitter (Sacred)
!22	Mammen Axe (1)
!24	Mammen Axe (2)
!26	Mammen Axe (3)
!27	Mammen Axe (4)
!28	Mammen Axe (Sacred)
!3!	Warp Blade (3)
!30	Hammerhead Axe (2)
!32	Hammerhead Axe (3)
!33	Hammerhead Axe (4)
!34	Hammerhead Axe (Sacred)
!35	Ono (1)
!37	Ono (2)
!39	Ono (3)
!4!	Warp Blade (4)
!40	Ono (4)
!41	Ono (Sacred)
!42	Valaska (1)
!44	Valaska (2)
!46	Valaska (3)
!47	Valaska (4)
!48	Valaska (Sacred)
!49	Labrys (1)
!5!	Warp Blade (Sacred)
!51	Labrys (2)
!53	Labrys (3)
!54	Labrys (4)
!55	Labrys (Sacred)
!56	Flamen Staff (1)
!58	Flamen Staff (2)
!60	Flamen Staff (3)
!61	Flamen Staff (4)
!62	Flamen Staff (Sacred)
!63	Marrow Staff (1)
!65	Marrow Staff (2)
!67	Marrow Staff (3)
!68	Marrow Staff (4)
!69	Marrow Staff (Sacred)
!70	Hexblade (1)
!72	Hexblade (2)
!74	Hexblade (3)
!75	Hexblade (4)
!76	Hexblade (Sacred)
!77	Spirit Edge (1)
!79	Spirit Edge (2)
!81	Spirit Edge (3)
!82	Spirit Edge (4)
!83	Spirit Edge (Sacred)
!84	Holy Lance (1)
!86	Holy Lance (2)
!88	Holy Lance (3)
!89	Holy Lance (4)
!90	Holy Lance (Sacred)
!91	Tepoztopilli (1)
!93	Tepoztopilli (2)
!95	Tepoztopilli (3)
!96	Tepoztopilli (4)
!97	Tepoztopilli (Sacred)
!98	Warp Blade (1)
!@1	\dgreen;Evil Eye of the Clawstorm
!@2	\dgreen;Evil Eye of the Landmass
!@3	\dgreen;Evil Eye of the Glowing Blob
!@4	\dgreen;Evil Eye of the Fairy Witch
!@5	\dgreen;Evil Eye of the Bane Hunter
!@6	\dgreen;Dogma of Suffering
!@7	\dgreen;Dogma of Pain
!@8	\dgreen;Dogma of Hatred
!@9	\dgreen;Dogma of Terror
!@A	\dgreen;Dogma of Destruction
!@B	\dgreen;Signet of Skill
##.	\gold;Neutrality Pact
##^	\dgreen;Custom Signet of Learning
#01	\orange;Lord Aldric Jitan Trophy
#02	\orange;Legacy of Blood Trophy
#03	\orange;Judgement Day Trophy
#04	\orange;Akarat Trophy
#05	\orange;Kingdom of Shadow Trophy
#06	\orange;Duncraig Trophy
#07	\orange;Rathma Square Trophy
#08	\orange;Cathedral of Light Trophy
#09	\orange;Tran Athulua Trophy
#10	\orange;Quov Tsin Trophy
#11	\orange;Astrogha Trophy
#12	\orange;The Lord of Sin Trophy
#13	\orange;Viz-jun Trophy
#14	\orange;Archbishop Lazarus Trophy
#15	\orange;Triune Trophy
#16	\orange;Uldyssian's Trophy
#17	\orange;Black Road Trophy
#1^	\gold;Diablo's Essence
#2^	\orange;Pandora's Box
#X0	Gem
#X1	Реагент Куба (Секретный)\n\orange;Emblem of Suffering
#X2	Реагент Куба (Секретный)\n\orange;Emblem of Pain
#X3	Реагент Куба (Секретный)\n\orange;Emblem of Hatred
#X4	Реагент Куба (Секретный)\n\orange;Emblem of Terror
#X5	Реагент Куба (Секретный)\n\orange;Emblem of Destruction
#X6	Реагент Куба (Секретный)\n\orange;Emblem of Lies
#X7	Level Challenge 0
#X8	\red;Instructions\nLevel Challenge 0
#X9	Реагент Куба\n\orange;Griswold's Treasure
#Y^	Creator's Hand\nCongratulations!
&66	\orange;Mystic Orb\nKara's Trinket
Of the Unicorn	Единорога
Of the Virgin	Девственности
Of the Walrus	Моржа
Of the Witch	Ведьмы
Ogun's Fierce Visage	Ogun's Fierce Visage
Ogun's Lash	Ogun's Lash
Ogun's Shadow	Ogun's Shadow
Ogun's Vengeance	Ogun's Vengeance
Oligocene	Благородный
Omniscient	всеведущий
Ondal's Almighty	Мощь Ондала
Ondal's Wisdom	Ondal's Wisdom
Oni no Ona	Oni no Ona
OniQ	Oni
Oniwaka	Oniwaka
OnoSU3	The Butcher's Cleaver
OnyxKnight	Onyx Knight
OnyxRean	Onyx Knight
OoCj	Реагент Куба\n\orange;Зелье Колдовства
Ooze	Ooze
OpticalDetector	Optical Detector
Oracle	Oracle
Orange	оранжевый
OrationisTenebris	Orationis Tenebris
Orb	Orb
Orb of Divinity	(Paladin Challenge Item)\nEye of Divinity
Orchid	Orchid
OrdRekarsTestament	Ord Rekar's Testament
Order	Order
Oreichalcos	Oreichalcos
Oriflamme	Oriflamme
Original	Оригинал
Oris Herald	Oris' Herald
Orisha	Orisha
Ormus' Robes	Ormus' Robes
OrmusGossip1	61\nЦерковь, которой вы служите,\nзаражена Злом. Пока святые науки\nговорят, что вы можете спасти нас\nвсех.\n\n Ормус думает, что нынче странное\nвремя для героев.\n
OrmusGossip10	61\nДекард Каин... У Ормуса нет времени\nдля последнего сына Хорадримов.\nГордыня привела этот святой Орден к\nкраху.\n
OrmusGossip11	58\nХратли подозревает, что Ормус -\nмаг. Он может подозревать все, что\nему угодно, Ормус не покажет ему\nистинной магии.\n
OrmusGossip2	65\nВаше избавление только через\nНенависть. Странная судьба, но\nистинная.\n
OrmusGossip3	57\nКак можно уничтожить Уничтожение?\nКак можно заставить Ужас в страхе\nбежать? Ормус думает, перед вами\nсложная задача.\n
OrmusGossip4	82\nНа Церкви Света лежит величайшая\nтень. Ступай светло.\n
OrmusGossip5	82\nКогда говоришь с мертвыми, лучше\nоставаться загадочным.\n
OrmusGossip6	76\nТравинкал может быть пробит потерей\nразума, а не его использованием.\n
OrmusGossip7	88\nАлкор способен узнать веши гораздо\nлучше, чем Ормус.\n
OrmusGossip8	72\nДля того, кто так давно покинул\nдом, Месхиф воспринял проклятие\nКураста очень тяжело.\n
OrmusGossip9	92\nАшеара одновременно и гордится и\nстесняется своей женственности.\n
OrmusIntroGossip1	40\nВы говорите с Ормусом.\n\nОн один из великих магов, но теперь\nживет как крыса. У вас есть вопросы\nк Ормусу и вы сомневаетесь в себе.\nОрмус видит странную двойственность\nв вас... как и во всех, кто должен\nстать героем.\n\nГоворите с ним, и взамен он может\nдать вам мудрость. Или уходите от\nнего, и ищите мудрость в самих\nсебе.\n
OrmusIntroPalGossip1	42\nТы говоришь с Ормусом, добрый\nПаладин.\n\n Он один из великих магов, но\nтеперь живет как крыса. У вас есть\nвопросы к Ормусу и вы сомневаетесь\nв себе. Ормус видит странную\nдвойственность в вас... как и во\nвсех, кто должен стать героем.\n\n Говорите с ним, и взамен он может\nдать вам мудрость. Или уходите от\nнего, и ищите мудрость в самих\nсебе.\n
Orphan's Call	Orphan's Call
Orumus' Robes	Ormus' Robe
Ourus	Ouroboros
Outer Cloister	Outer Cloister
Outer Steppes	Outer Steppes
Outlaw	Outlaw
OverLord	Overlord
OverSeer	Overseer
Overlord	Overlord
OverlordZ	Overlord
OverseerDetonator	Detonator
OverseerHypnotoad	Hypnotoad
PCloakBloodbath	\yellow;Часть этого Бонуса добавляется к Bloodbath
PCloakMDmg	Стихийный/Магический Урон Уменьшается на 
PCloakSyn	+8% Улучшение Эффекта за БУН
POW	Barbarian Captive
Paaliaq	Paaliaq
Pacman	\gold;Пакман
Pacman Key	\orange;Вишня
Pacman Level	Секретный Уровень Пакмана
PacmanBlinky	\red;Блинки
PacmanClyde	\orange;Клайд
PacmanInky	\blue;Инки
PacmanPinky	\purple;Пинки
Pagan's Athame	Pagan's Athame
Pagan's Geis	Pagan's Geis
Pain	Pain
Pain Worm1	Pain Worm
Pain Worm2	Torment Worm
Pain Worm3	Agony Worm
Pain Worm4	Menace Worm
Pain Worm5	Anguish Worm
PalMercEXST3X	Боевой Маг
PalMercEXST4X	Храмовник
PalMercExST1X	Оборотень
PalOnly	(Только для Паладина)
Palace Cellar	Palace Cellar
Palace Cellar Level 1 	Palace Cellar Level 1
Palace Cellar Level 2	Palace Cellar Level 2
Palace Cellar Level 3	Palace Cellar Level 3
PalaceGuardGossip1	600\nСтой.\n
PalaceGuardGossip2	255\nТебе туда нельзя.\n
PalaceGuardGossip3	255\nДобро пожаловать во дворец.\n
PalaceGuardGossip4	255\nТы можешь войти во дворец.\n
PalaceGuardGossip5	290\nНе создавай себе проблемы.\n
Paladin	Паладин
Paleocene	Верный
Palo Grande	Palo Grande
PandemoniumUnique	Pandemonium
PantherasBite	Panthera's Bite
Paradox	Парадокс
Parkersor's Calm	Parkersor's Calm
Parry	Parry
PartDam	Урон отряда: 
Party 15	%s дружественен к вам, но вы враждебны к нему.
Party1	 позволяет ограбить его труп.
Party10	%s больше не позволяет обшаривать его труп.
Party11	%s больше не позволяет обшаривать ее труп.
Party12	Вы враждебны друг другу.
Party13	%s враждебен к вам, но вы дружественны к нему.
Party14	%s враждебна к вам, но вы дружественны к ней.
Party16	%s дружественна к вам, но вы враждебны к ней.
Party17	Вы дружественны друг другу.
Party18	Вы не можете потрошить трупы друг друга.
Party19	%s может обшаривать ваш труп, но вы не можете обшаривать его.
Party1X	%s подписал с вами договоренность о совместном совершении самоубийства.
Party2	 позволяет ограбить ее труп.
Party20	%s может обшаривать ваш труп, но вы не можете обшаривать ее.
Party21	%s не может обшаривать ваш труп, но вы можете обшаривать его.
Party22	%s не может обшаривать ваш труп, но вы можете обшаривать ее.
Party23	Никто из вас не может ограбить труп другого.
Party2X	%s подписала с вами договоренность о совместном совершении самоубийства.
Party3	 собрается убить вас. Бегите! Бегите!
Party4	 больше не настроен враждебно по отношению к вам.
Party5	 приглашает вас объединиться против сил зла.
Party6	 передумал приглашать вас.
Party7	 присоединился к вашей группе для борьбы с силами зла.
Party8	Вы теперь в союзе с 
Party9	 покинул вашу группу и оставил вас умирать в одиночку.
Partyclose	ЗАКРЫТЬ
Path	Path
Path to Enlightenment	Path to Enlightenment
Patriot	Patriot
Pawnstorm	Pawnstorm
Pax Mystica	Pax Mystica
Peace	Peace
Peace Warder	Peace Warder
PeaceSells	(Secret)\nPeace Sells
PeaceWarder	Peace Warder
PeaceWarderHalluc	Peace Warder (Hallucination)
Peacock	Peacock
Pearl	Жемчужный
Peasent Crown	Peasant Crown
Pelt	Pelt
Pelta Lunata	Pelta Lunata
Penumbra	Penumbra
Perfect Gem Activated	Совершенный Самоцвет Активирован! #YOLO #1000%MF
Perfection	Perfection
Pernicious	Разрушительный
Perpetual	Вечный
Personalizeui	Персональный
Pest1	Pest
Pest2	Gremlin
Pestilent	Смертоносный
Phantasm of Terror	Phantasm of Terror
PhantasmZ	Phantasm
Phantom	Phantom
PhantomQ	Phantom
Phantomflight	Phantom Flight
Pharaoh	Pharaoh
PhaseCrystal	Phase Crystal
Phoenix Egg	Phoenix Egg
PhoenixBeak	Phoenix Beak
Piercerib	Rogue's Bow
Pierre Tombale Couant	Pierre Tombale Couant
PilumSU3	Spire of Honor
Pincers	Pincers
Pindleskin	Pindleskin
Piranhaswarm	Piranha Swarm
Pit	Pit
Pit Level 1	Pit
Pit Level 2	Pit Level 2
PitBeast	Pit Beast
PitKnight	Pit Knight
PitLord	Pit Lord
PitStone	Pit Stone
PitViper	Pit Viper
Pitblood Thirst	Pitblood Thirst
Pitspawn Fouldog	Pitspawn Fouldog
Pixie Legion	Pixie Legion
Plague	Plague
Plague Bearer	Plague Bearer
PlagueBearer	Plague Bearer
PlagueBugs	Plague Bugs
PlagueGland	Plague Gland
PlagueRI	Plague
PlaguebringerZ	Plague Bringer
PlaguedDead	Plagued Dead
PlaguedDeadArcher	Plagued Dead Archer
Plaguemourn	Plaguemourn
Plaguewrath	Plaguewrath
Plains of Despair	Plains of Despair
Plane of Envy	Plane of Envy
Plane of Gluttony	Plane of Gluttony
Plane of Greed	Plane of Greed
Plane of Lust	Plane of Lust
Plane of Pride	Plane of Pride
Plane of Sloth	Plane of Sloth
Plane of Wrath	Plane of Wrath
PlanetQ	Planet
Platinum	платиновый
PlayerBodyPartFormat	%0 %1
PlayerNameOnItemstring	%s's
PlayerNameOnItemstringX	%s'
Playersubtitles00	Невозможно.
Playersubtitles01	Я не могу.
Playersubtitles02	Помогите мне!
Playersubtitles03	Помогите!
Playersubtitles04	Следуй за мной.
Playersubtitles05	Давай.
Playersubtitles06	Это для тебя.
Playersubtitles07	Это твое.
Playersubtitles09	Спасибо тебе.
Playersubtitles10	Спасибо.
Playersubtitles11	Упс.
Playersubtitles12	Прошу прощения.
Playersubtitles13	Прощай.
Playersubtitles14	Пока.
Playersubtitles15	Умри!
Playersubtitles16	Время умирать!
Playersubtitles17	Недостаточно маны.
Playersubtitles18	Мне нужна мана.
Playersubtitles21	Я не могу пока это использовать.
Playersubtitles22	Я перегружен.
Playersubtitles23	Я не могу нести больше.
Playersubtitles24	Только не в городе.
Playersubtitles25	Не здесь.
Playersubtitles26	Я не могу сделать это здесь.
Playersubtitles27	Закрыто.
Playersubtitles28	Мне нужен ключ.
Playersubtitles29	Отступить!
Playersubtitles30	Бежать!
Pluckeye	Pluckeye
PlugYCustomDefense	> Защитные <
PlugYCustomMain	> Основные <
PlugYCustomOffense	> Атакующие <
PlugYCustomOther	> Прочие <
Plunderbird	Plunderbird
PoisLenplev	к Длительности Яда за Уровень
Poisdplev	Урона Ядом за БУН
PoisonSpinner	Poison Spinner
PoisonSpitter	Poison Spitter
Pollice Verso	Pollice Verso
Pompe's Wrath	Pompeii's Wrath
Pools of Wisdom	Pools of Wisdom
Porkchop	Porkchop
Porkulated	Pig!
Portal	Портал в 
Possessed	Possessed
PotAdrDesc	Отменяет Текущий Таймер Навыков
PotConcDesc	Длит. Навыков (Де-)Баффа/Холода +25% на 30 секунд
PotExpDesc	+100% Опыта на 30 секунд
PotGoldDesc	+300% к Нахождению Золота на 30 секунд
PotMagDesc	+150% Шанс Нахождения Магических Предметов на 30 секунд
PotOfExpReloadedDesc	+150% Опыта на 60 секунд
PotOfGoldReloadedDesc	+600% к Нахождению Золота на 30 секунд
PotOfLoveDesc	-50% Цены у Торговцев на 60 секунд
PotOfMagReloadedDesc	+150% Шанс Нахождения Магических Предметов на 60 секунд
PotOfPowerDesc	+5 ко Всем Навыкам на 60 секунд
Powered	Силовой
Precocious	Скороспелый
PreservedDead	Preserved Dead
Preserver's	Защитника
Pride1	Fire
Pride2	Fire
Pride3	Fire
PrideKills	Soul of Pride
PrideOfCaldeum	The Pride of Caldeum
Priest's	священнический
PriestBoss	Priest Boss
Primal Clay	Primal Clay
PrimeEdyrems	Prime Edyrem
Primus' Messenger	Primus' Messenger
Prince Albrecht	Prince Albrecht
PrinceOfNothing	Prince of Nothing
Prismatic	призматический
Prison Door	Дверь Тюрьмы
Prodigy	Prodigy
Profane Cells	Profane Cells
Prophecy	Prophecy
ProphetCultist	Possessed Cultist
ProphetTrap	Kabraxis
Protector	Protector
ProtectorSpirit	Protector Spirit
Proving Grounds	Proving Grounds
Prowler	Prowler
ProwlerPriestess	Prowler Priestess
ProwlingDead	Prowling Dead
Psychic	Психический
Puke	Puke
Pukerat the Unclean	Pukerat the Unclean
Pullspite	Stormstrike
Pulsa Dinura	Pulsa Dinura
Pulse	Pulse
PunisherTurret	Mazi's Eidolon
Punishing	Наказывающий
Pure	Чистый
PurgatoryWitch	Warlock
Pus Spiter	Pus Spitter
Putrid Defiler1	Putrid Defiler
Putrid Defiler2	Wretched Defiler
Putrid Defiler3	Fetid Defiler
Putrid Defiler4	Rancid Defiler
Putrid Defiler5	Rank Defiler
Pygmalion	Pygmalion
Python	Python
Q0+	\orange;Hidden Shrine (10)
Q0+S	\orange;Hidden Vessel
Q1+	\orange;Hidden Shrine (9)
Q2+	\orange;Hidden Shrine (8)
Q3+	\orange;Hidden Shrine (7)
Q4+	\orange;Hidden Shrine (6)
Q5+	\orange;Hidden Shrine (5)
Q6+	\orange;Hidden Shrine (4)
Q7+	\orange;Hidden Shrine (3)
Q8+	\orange;Hidden Shrine (2)
Q9+	\orange;Hidden Shrine (1)
QQRing	QQ
QaraksWill	Qarak's Will
Qstsyouarenot8	Вы должны достичь уровня 8, чтобы выполнить это задание. Вы можете выполнить его, создав новую игру или войдя в другую игру когда достигнете 8-го уровня.
Qual'Kek's Enforcer	Qual-Khek's Enforcer
Qual-Kehk	Qual-Kehk
QualKehkAct5IntroDruGossip1	45\nДруид в Харрогате! Неужели уже до\nэтого дошло дело?\n\nПосле воинов между магами я думал,\nчто в Харрогате мы больше никогда\nне увидим друидов. Ты сильно\nрискуешь, что явился сюда! \n\nПо правде говоря мне всегда было\nнемного неудобного видеть вашу\nутонченную фигуру, но я очень\nуважаю ваше стремление к равновесию\nи миру. Итак, если ты достаточно\nнам доверяешь, что можешь войти в\nнаши врата, я достаточно доверяю\nтебе, чтобы пропустить тебя и\nразрешить остаться.\n\nЯ - Куал-Кек, главный военачальник\nХаррогата.\n\nТы похож на воина... нам не\nпомешает еще один солдат. Но не\nдумай, что мы сильно расстроимся,\nесли тебя убьют. \n\nБаал полностью соответствует своему\nпрозвищу. Он пронесся по нашим\nземлям как безжалостная чума.\n\nОборонительная стена, возведенная\nнашими погибшими старейшинами,\nпомогает держать зло в постоянном\nнапряжении, но осада Баала все\nравно постоянно требует новых\nжертв.\n\nБольшинство моих людей уже погибло.\nА остальные попали в ловушку в\nпроходах на горе.\n\nНо клянусь, что мы еще не разбиты!\nМы будем бороться до конца, чтобы\nзащитить нашу гору!\n
QualKehkAct5IntroGossip1	48\nЯ - Куал-Кек, главный военачальник\nХаррогата.\n\nТы похож на воина... нам не\nпомешает еще один солдат. Но не\nдумай, что мы сильно расстроимся,\nесли тебя убьют. \n\n Баал полностью соответствует\nсвоему прозвищу. Он пронесся по\nнашим землям как безжалостная чума.\n\n Оборонительная стена, возведенная\nнашими погибшими старейшинами,\nпомогает держать зло в постоянном\nнапряжении, но осада Баала все\nравно постоянно требует новых\nжертв.\n\nБольшинство моих людей уже погибло.\nА остальные попали в ловушку в\nпроходах на горе.\n\nНо клянусь, что мы еще не разбиты!\nМы будем бороться до конца, чтобы\nзащитить нашу гору!\n
